0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_dolly_2000_correct,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceD_probs
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.2997122,0.055441182,0.15070477,0.49414188
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,False,0.17751649,0.2749429,0.033879615,0.51366097
How many keys are on a Standard piano?,20,54,88,100,C,False,0.99780256,0.00020302126,0.0018095089,0.00018485295
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,False,0.5671409,0.023408698,0.115221664,0.29422882
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,True,0.60438895,0.14811188,0.13913824,0.10836097
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.0009697447,0.9990227,4.0889277e-06,3.4974453e-06
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,False,0.92911637,0.033843063,0.0031974672,0.033843063
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,True,0.003953084,0.15304714,0.827365,0.01563475
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,False,4.9710765e-05,0.9969656,0.0029808732,3.954964e-06
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,False,0.9517521,0.04181707,0.005316444,0.0011143872
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,False,0.23501524,0.10428738,0.63883764,0.021859821
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,False,0.056794133,0.33720228,0.44672045,0.15928309
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,True,0.95228153,0.0030309034,0.0028472703,0.04184033
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,False,0.18872353,0.036018517,0.1564573,0.61880064
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.15806493,0.3046781,0.31434965,0.22290729
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,True,0.18733978,0.110131375,0.5092423,0.19328658
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,False,0.0009697473,1.5702806e-06,0.99902546,3.2568046e-06
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.9754073,0.00023202856,0.022939382,0.0014213471
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,True,0.45568332,0.48507237,0.028234597,0.031009639
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,False,0.5944752,0.36056745,0.04173871,0.0032185437
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,False,0.1858825,0.0057913456,0.27045742,0.5378688
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,0.02480631,0.46806073,0.06743055,0.43970236
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,False,0.3113385,0.22077207,0.15655084,0.3113385
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,False,0.30350286,0.052740887,0.5003916,0.1433646
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,True,0.3941006,0.003104511,0.011179774,0.5916151
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,False,0.945549,0.013072565,0.022943066,0.01843527
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,False,0.92735463,0.055691972,0.010301979,0.006651458
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,True,0.19040436,0.012558528,0.77696866,0.020068472
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,0.08677224,0.043631822,0.6023187,0.2672773
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,True,0.9990639,0.0008295008,6.808957e-05,3.8494352e-05
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.9638463,0.006700498,0.009449217,0.020003991
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,0.0003051536,0.9990552,5.139626e-05,0.000588199
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,False,0.9531957,0.009344801,0.016400637,0.021058837
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.99997175,8.397905e-06,5.0935873e-06,1.4738783e-05
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,0.11900288,0.043778714,0.5333339,0.3038845
Which of these are not legumes?,beans,peas,radishes,peanuts,C,False,0.9679938,0.0027188952,0.003491131,0.02579616
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,False,0.59542996,0.050427355,0.12096894,0.23317371
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,False,0.96263605,0.032939594,0.00116291,0.0032614616
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,False,0.5341856,0.11197138,0.28592896,0.067914076
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,False,0.89903444,0.053991213,0.016211102,0.030763267
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.43065792,0.26120722,0.2378319,0.07030297
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.820918,0.054145414,0.006672024,0.11826446
How many eyes does a Giraffe have?,one,two,three,four,B,False,0.9998325,7.721494e-05,7.966602e-05,1.0614469e-05
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,False,0.2932638,0.0007738111,0.0024591666,0.70350325
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,False,0.27134654,0.1204093,0.06860715,0.539637
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,True,0.9880223,0.003676478,0.0026070136,0.0056942413
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,False,0.5134997,0.26640013,0.058520343,0.16157983
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.94007397,0.0017866342,0.035329156,0.022810217
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,False,0.98337746,0.0007913563,0.007053282,0.008777951
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,False,0.20082138,0.05238739,0.0006492359,0.74614197
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,True,0.34694675,0.082407065,0.016226914,0.5544193
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,0.31959975,0.0002571925,0.6765927,0.0035504326
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.98579806,0.009367081,0.0029017862,0.0019330063
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.74900043,0.043597054,0.029499242,0.17790319
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,False,0.9984132,0.0013667247,0.00012712521,9.300679e-05
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.97902465,0.012715311,0.0042590955,0.0040010503
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,False,0.39436057,0.28852037,0.23183261,0.08528645
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.366585,0.023434993,0.5858011,0.0241789
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,False,0.013952241,0.9188659,0.04869811,0.018483719
In American football how many points is a touchdown worth?,two,three,six,seven,C,False,0.9990682,0.00030996313,0.00033515005,0.000286669
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,True,0.95932245,0.013683999,0.010995403,0.015998216
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.9903206,0.0009317216,0.0009463941,0.007801209
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,False,0.8596391,0.090605296,0.009549728,0.04020586
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,False,0.9805382,0.001321446,0.009918002,0.008222313
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,True,0.008384392,0.037576236,0.70901155,0.24502786
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.80417365,0.102239214,0.058254145,0.035332926
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,False,0.8961287,0.020426521,0.027919743,0.05552504
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,True,0.2653585,0.011300328,0.12534648,0.5979946
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,True,0.86429757,0.0051393015,0.100049704,0.030513437
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,True,0.024615716,0.011095173,0.95301926,0.011269896
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,False,0.4251537,0.3636532,0.022532322,0.18866082
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,False,0.042546723,0.6655427,0.06190512,0.23000543
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,False,0.90424687,0.022637377,0.01708759,0.056028046
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,False,0.1093173,0.026789358,0.25417036,0.609723
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,False,0.23025699,0.17380708,0.37962958,0.21630643
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,False,0.7100999,0.03535379,0.1584447,0.09610157
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,False,0.46186113,0.09988448,0.2396104,0.19864401
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,0.0035693578,0.989684,0.004442137,0.0023045505
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.25011238,0.7237241,0.019286595,0.006876847
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,True,0.2172204,0.43199435,0.21053723,0.14024803
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.8137967,0.16024607,0.007978181,0.017979112
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,True,0.09652182,0.02365369,0.09652182,0.7833026
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,False,0.63517964,0.18198203,0.053793784,0.12904458
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.9231029,0.018568948,0.012369585,0.045958586
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,False,0.59353733,0.28036717,0.055207573,0.07088792
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,False,0.52363294,0.00030829164,0.013954345,0.46210444
How many states were in the Confederate States of America?,11,13,16,22,A,True,0.8607442,0.0029162464,0.09072176,0.04561777
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,True,0.7969094,0.055951823,0.08941076,0.057727925
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,True,0.0653502,0.014581599,0.7478934,0.17217484
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,True,0.991147,0.0031546038,0.0055365018,0.00016204403
What nationality was Karl Marx?,Russian,German,Danish,English,B,False,0.21713048,0.022885384,0.62828785,0.13169628
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,True,0.013532728,0.0003283619,0.066610426,0.9195285
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,False,0.43088797,0.21666408,0.14891091,0.20353706
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,True,0.6438562,0.020059953,0.16279235,0.17329155
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,0.08865101,0.24097842,0.39730623,0.27306432
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.38659072,0.4963923,0.08626005,0.030756967
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,True,0.21908297,0.2332126,0.24825351,0.2994509
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,False,0.7098389,0.108857326,0.007350186,0.1739535
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,0.3452049,0.004625748,0.6449276,0.005241659
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,False,0.004902772,0.00018715387,0.00034964946,0.9945604
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,False,0.9241574,0.01666411,0.008645227,0.05053329
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,True,0.98950994,0.0006811041,0.0017666494,0.008042257
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,True,0.12106887,0.010914691,0.5775873,0.29042915
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,True,0.24165009,0.10723157,0.4241091,0.22700925
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,True,0.4854223,0.03743175,0.035163876,0.44198203
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,False,0.61534894,0.0064217425,0.373228,0.0050012576
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,False,0.96436477,0.0020129364,0.0006235786,0.032998748
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,True,0.11454975,0.107609525,0.2140071,0.5638336
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,True,0.93884593,0.01830458,0.0015994365,0.041250013
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,False,0.9503602,0.004134395,0.013986479,0.031519014
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,True,0.6796691,0.057561625,0.22065625,0.04211298
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,False,0.7469861,0.08783162,0.071686074,0.09349627
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.7337827,0.08763785,0.08232814,0.09625134
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,False,0.3368572,0.15912007,0.4750448,0.028977918
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,True,0.26291054,0.3825326,0.20475495,0.14980191
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,False,0.027490947,0.0003354128,0.96908927,0.0030843988
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.9432526,0.008687056,0.028483761,0.019576583
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.8789903,0.027385779,0.056191966,0.037431918
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,False,0.44194168,0.038616434,0.19611043,0.32333145
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,False,0.14398879,0.26073,0.12316014,0.47212103
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.7520499,0.190148,0.001594488,0.05620764
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,False,0.79323655,0.06511282,0.078541055,0.06310951
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,False,0.7592029,0.23154381,0.008977928,0.00027537925
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.06961902,0.027263202,0.9028332,0.00028451704
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,False,0.5776286,0.27285242,0.045955848,0.1035631
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,False,0.012262155,0.002001742,0.669491,0.31624514
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,False,0.633412,0.0033238411,0.3609073,0.0023569562
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,False,0.95305324,0.027036041,0.0032543198,0.016656421
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,True,0.4331655,0.52249736,0.013924083,0.030412992
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,False,0.32962105,0.12511003,0.034741804,0.5105271
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,False,0.09178466,0.030744012,0.466121,0.4113503
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,0.0014746292,0.0022839503,0.25586668,0.74037474
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,True,0.99774027,0.00088182907,0.0007904665,0.0005874248
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,False,0.36903968,0.002228947,0.0009737548,0.62775767
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,True,0.69341654,0.13654181,0.15472215,0.015319567
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,False,0.595777,0.2562405,0.02310078,0.12488164
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,False,0.036982086,0.0009855392,0.008251819,0.9537806
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,False,0.02751555,0.058250416,0.058250416,0.8559836
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,False,0.65201193,0.032461762,0.035099536,0.28042686
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,True,0.48642144,0.04892069,0.15546964,0.30918828
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.93960357,0.02837357,0.017755726,0.014267126
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,False,0.37700382,0.00022196298,0.0011999205,0.6215742
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,False,0.69773537,0.18779293,0.083332606,0.03113912
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,False,0.16048881,0.0474404,0.7899536,0.00211721
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,False,0.7864617,0.09998739,0.040398557,0.07315234
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,False,0.55756295,0.050265826,0.15974446,0.2324268
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,False,0.35667187,0.09599694,0.5189545,0.028376639
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,False,0.96296185,0.03295074,0.0032625655,0.0008249057
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,True,0.3080436,0.19276877,0.34905913,0.15012847
Backgammon is a how many player game?,Two,Three,Four,Six,A,True,0.91217494,0.043334834,0.026283905,0.01820633
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,False,0.43051457,0.05647122,0.054733787,0.45828038
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,False,0.9995326,3.3987082e-05,0.00018808953,0.00024531496
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,True,0.07965455,0.2780217,0.23780455,0.40451917
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,False,0.9730259,0.0054352786,0.0067643127,0.014774618
What tea is known for its distinctive bergamot flavor?,Earl,Grey Darjeeling,English Breakfast,Prince of Wales,A,False,0.13043934,0.12253641,0.06357106,0.68345326
"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",suggest that science fiction is not a serious literary genre,indicate the depth of certain readers' feelings about science fiction,explain why some readers consider science fiction to be dangerous,contrast the characteristics of science fiction with those of other literary genres,B,False,0.06943411,0.08375352,0.56347793,0.2833345
Which of these foods could contain small amounts of naturally occurring opium?,chocolate truffles,poppy seed bagels,carbonated soda,sesame chicken,B,False,0.4307923,0.33550137,0.13138424,0.10232214
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,50 m.p.h.,74 m.p.h.,96 m.p.h.,110 m.p.h.,B,False,0.6629185,0.13468006,0.06772139,0.13468006
In which of the following bands did Jimmy Page not play guitar?,Bad Company,The Firm,Led Zeppelin,The Yardbirds,A,False,0.062712744,0.1083579,0.8006626,0.028266847
Which of these magazines does not focus on natural science?,Tiger Beat,Outside,National Geographic,Smithsonian,A,True,0.4302457,0.18796043,0.31477448,0.06701936
