0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceD_probs
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.02876912,0.08861513,0.041858822,0.84075695
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.29258946,0.2582093,0.15661186,0.29258946
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,True,0.0718184,0.8749272,0.02331602,0.029938363
How many keys are on a Standard piano?,20,54,88,100,C,False,0.47767264,0.32829928,0.073253475,0.12077456
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,True,0.090597875,0.14937064,0.16925912,0.59077233
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,False,0.28715456,0.47343782,0.11970383,0.11970383
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.33022478,0.5444486,0.030715689,0.09461098
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,False,0.52501297,0.4633223,0.005832367,0.005832367
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,False,0.14334826,0.44154376,0.111639746,0.3034683
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,False,0.18394203,0.56658137,0.20843364,0.041043017
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,0.02823144,0.8250436,0.05976596,0.08695895
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,True,0.45198813,0.45198813,0.053982284,0.042041447
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,False,0.20475478,0.38253227,0.18069544,0.23201755
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,False,0.2602784,0.48626405,0.07457101,0.17888655
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,True,0.21494922,0.45504752,0.11505403,0.21494922
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.09221439,0.32185984,0.36471498,0.22121082
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,False,0.18069544,0.38253227,0.20475478,0.23201755
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,True,0.09808228,0.82123286,0.0674109,0.013273993
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.83009744,0.1442493,0.010449384,0.015203766
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,True,0.14473607,0.83289856,0.010484646,0.0118806595
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,False,0.3445841,0.56812316,0.06785264,0.019440105
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,False,0.13954043,0.3347401,0.09590465,0.42981482
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,0.05090606,0.79630476,0.095105045,0.057684127
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,True,0.25912416,0.6216065,0.04502903,0.07424031
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,True,0.028280573,0.34452787,0.23679033,0.39040124
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,False,0.17000175,0.52364224,0.026070612,0.2802855
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,True,0.16333447,0.3457791,0.099067375,0.39181906
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.1335049,0.76826763,0.049113706,0.049113706
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,False,0.19861889,0.37106892,0.2550317,0.17528054
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,False,0.06667505,0.15994513,0.33860385,0.43477595
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,False,0.14664404,0.45169547,0.18829468,0.21336582
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.21710682,0.45961514,0.13168195,0.19159609
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,0.08483252,0.62683225,0.08483252,0.20350264
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,False,0.22134583,0.32205626,0.28421366,0.1723843
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.4909128,0.43322903,0.035561606,0.040296577
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,0.046192963,0.30121595,0.38676894,0.26582214
Which of these are not legumes?,beans,peas,radishes,peanuts,C,False,0.24022163,0.34952042,0.060737543,0.34952042
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,True,0.19908254,0.25562704,0.25562704,0.28966337
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,False,0.18829468,0.45169547,0.21336582,0.14664404
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,True,0.39066133,0.4426773,0.09877466,0.06788676
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,True,0.22495952,0.32731417,0.120412156,0.32731417
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.20582502,0.29947364,0.05896985,0.43573156
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.3102574,0.3102574,0.069227785,0.3102574
How many eyes does a Giraffe have?,one,two,three,four,B,False,0.7119917,0.26192713,0.013040584,0.013040584
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,True,0.10890725,0.626718,0.17955771,0.08481705
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,False,0.0439047,0.1967672,0.15324245,0.60608566
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,False,0.42065954,0.5401375,0.00873051,0.030472474
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,True,0.08495056,0.380722,0.04547076,0.4888567
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.38084772,0.38084772,0.058404893,0.17989972
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,False,0.28421366,0.32205626,0.1723843,0.22134583
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,False,0.67120653,0.2798005,0.022967424,0.026025502
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,True,0.12229289,0.3766886,0.07417439,0.42684412
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,0.14121081,0.26381654,0.43495992,0.16001281
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.43242332,0.38161224,0.045577083,0.1403873
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.57098377,0.26971364,0.112433374,0.046869203
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,False,0.034194846,0.6868219,0.17365576,0.10532755
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.29660735,0.55413544,0.040141437,0.10911574
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,0.14759037,0.66145414,0.089518085,0.10143728
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.06333885,0.25051,0.3644899,0.3216612
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,False,0.15837649,0.4305119,0.031186178,0.3799254
In American football how many points is a touchdown worth?,two,three,six,seven,C,False,0.80369395,0.17932837,0.002257411,0.014720169
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,False,0.106364235,0.54016215,0.15475905,0.19871455
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.5678413,0.34441316,0.046611253,0.041134287
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,True,0.0866333,0.8219539,0.03187061,0.05954214
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,True,0.29810274,0.3827715,0.1595629,0.1595629
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,False,0.41166574,0.28293344,0.055712897,0.2496879
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,True,0.2213458,0.28421363,0.17238429,0.32205623
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,False,0.14696279,0.39948627,0.054064587,0.39948627
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,False,0.24351506,0.40148845,0.07905777,0.27593872
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,False,0.32160798,0.4679368,0.092142224,0.118312955
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,False,0.30689576,0.39406195,0.112900645,0.18614168
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,False,0.09224856,0.41342935,0.17234299,0.3219791
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.0048303716,0.18125835,0.0970206,0.7168907
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,True,0.068496175,0.83445424,0.028553452,0.068496175
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,False,0.16529618,0.27252734,0.2122445,0.34993201
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,False,0.1856427,0.5046292,0.09936738,0.21036074
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,False,0.50188094,0.3449374,0.041196898,0.11198478
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,True,0.09587588,0.4296859,0.17911972,0.2953185
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,0.020195922,0.97309405,0.003976813,0.0027332208
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.24330612,0.7494356,0.00077439,0.0064838883
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,True,0.18910499,0.51404065,0.16688456,0.12996984
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.7913495,0.20008448,0.0032340644,0.005332071
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,True,0.060854487,0.06895717,0.12882894,0.7413594
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,True,0.25311813,0.5358511,0.105515346,0.105515346
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.3287146,0.2900896,0.15527378,0.22592203
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,True,0.22504844,0.61174506,0.056901157,0.10630535
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,True,0.062460974,0.3594381,0.05512161,0.5229793
How many states were in the Confederate States of America?,11,13,16,22,A,False,0.22329982,0.53566843,0.043970343,0.1970614
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,False,0.2348385,0.5633483,0.05937647,0.14243676
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,False,0.29038695,0.37286422,0.13716908,0.19957983
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,False,0.32003164,0.52764297,0.07140871,0.08091667
What nationality was Karl Marx?,Russian,German,Danish,English,B,False,0.45763132,0.4038582,0.0073969215,0.13111357
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,True,0.062106337,0.31540203,0.033243127,0.58924854
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,True,0.041347936,0.1853086,0.26962245,0.503721
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,False,0.2202994,0.3632123,0.28287002,0.13361834
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,0.04988068,0.2235497,0.4732547,0.253315
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.15573494,0.6159437,0.121286504,0.10703496
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,False,0.14192696,0.49537373,0.09754487,0.26515445
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,False,0.51881707,0.45785445,0.009502466,0.013826006
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,0.03798504,0.28067362,0.46275255,0.21858883
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,False,0.33231074,0.42669544,0.084021315,0.15697248
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,False,0.120797545,0.47776356,0.17575939,0.22567952
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,False,0.34782186,0.44661212,0.07760955,0.12795652
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,False,0.08366927,0.4814834,0.17712785,0.25771952
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,False,0.037998013,0.19296981,0.3605151,0.40851712
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,False,0.21789497,0.46128368,0.10292631,0.21789497
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,0.014115597,0.092045255,0.8733011,0.020538073
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,False,0.13778104,0.33051956,0.107303984,0.4243955
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,True,0.020728417,0.1192838,0.17355691,0.6864309
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,False,0.37658975,0.4267321,0.039692268,0.15698597
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,False,0.22581697,0.32856175,0.07331204,0.37230924
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,False,0.06040721,0.39390448,0.23891515,0.30677313
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,True,0.16947274,0.52201277,0.1164768,0.19203778
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.3293494,0.37320176,0.12116087,0.17628802
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,True,0.35369885,0.51462877,0.08942907,0.042243302
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,True,0.28154245,0.46418503,0.10357368,0.15069881
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,True,0.04046614,0.9210051,0.016868796,0.021659963
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.46523952,0.46523952,0.026247017,0.04327402
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.78336954,0.19806683,0.0087024495,0.0098611675
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,True,0.024538342,0.14120841,0.02165501,0.8125983
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,True,0.099067375,0.39181906,0.16333447,0.3457791
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.77692604,0.19643767,0.0059319036,0.020704377
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,0.14142376,0.8138376,0.01689066,0.02784799
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,0.0750815,0.9146799,0.0047997995,0.0054388857
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.15834276,0.709643,0.066007085,0.066007085
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.26573548,0.56256205,0.046177905,0.12552457
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,False,0.037862133,0.8617382,0.009573046,0.090826534
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,False,0.45962113,0.3579533,0.10255534,0.07987018
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,False,0.09895915,0.34540135,0.1121354,0.44350412
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,True,0.13283189,0.40915102,0.048866123,0.40915102
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,True,0.4805122,0.3302509,0.09461846,0.09461846
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,True,0.07337749,0.2902136,0.09421856,0.5421904
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,0.044588238,0.2565876,0.15562825,0.54319596
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,False,0.21089597,0.5732747,0.08791452,0.12791488
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,False,0.39603138,0.44876236,0.041741405,0.11346489
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,False,0.39846456,0.45151952,0.06110652,0.08890947
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,True,0.22026199,0.59873414,0.06310611,0.11789774
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,False,0.24126062,0.65581435,0.04192481,0.06100024
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,0.10420785,0.76999766,0.033831336,0.091963105
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,False,0.12182309,0.33114946,0.12182309,0.42520434
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,False,0.069150925,0.27349722,0.07835826,0.5789936
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.47139484,0.36712268,0.056300085,0.10518241
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,False,0.20471472,0.38245744,0.075310335,0.3375175
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,0.06651252,0.91817695,0.0115581425,0.0037523794
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,False,0.1818225,0.5600527,0.052093018,0.20603187
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,True,0.054284588,0.8491539,0.04227688,0.054284588
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,False,0.18824914,0.65705407,0.053934284,0.10076251
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,False,0.3567797,0.40428436,0.09020804,0.14872791
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,True,0.2932638,0.5478889,0.050961606,0.10788572
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,False,0.06399263,0.22335622,0.105506,0.60714513
Backgammon is a how many player game?,Two,Three,Four,Six,A,False,0.24021554,0.73991597,0.010554334,0.009314167
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,True,0.25827426,0.3757868,0.10766473,0.25827426
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,False,0.15347132,0.3248988,0.15347132,0.36815858
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,False,0.08064194,0.31894505,0.31894505,0.281468
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,False,0.27349687,0.45092008,0.14639232,0.12919077
What tea is known for its distinctive bergamot flavor?,Earl,Grey Darjeeling,English Breakfast,Prince of Wales,A,False,0.29128727,0.54419625,0.05735786,0.107158594
"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",suggest that science fiction is not a serious literary genre,indicate the depth of certain readers' feelings about science fiction,explain why some readers consider science fiction to be dangerous,contrast the characteristics of science fiction with those of other literary genres,B,False,0.1832715,0.20767382,0.34239623,0.26665846
Which of these foods could contain small amounts of naturally occurring opium?,chocolate truffles,poppy seed bagels,carbonated soda,sesame chicken,B,True,0.16540074,0.39677578,0.12881424,0.30900928
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,50 m.p.h.,74 m.p.h.,96 m.p.h.,110 m.p.h.,B,True,0.15069881,0.46418503,0.10357368,0.28154245
