0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceD_probs
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.41342935,0.3219791,0.09224856,0.17234299
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,True,0.104598336,0.87579113,0.011024583,0.008585954
How many keys are on a Standard piano?,20,54,88,100,C,False,0.454785,0.40134633,0.054316323,0.08955248
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,True,0.24167733,0.2132795,0.1465847,0.39845854
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,False,0.3500132,0.44942585,0.10028046,0.10028046
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.4663802,0.4663802,0.018083522,0.04915611
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,False,0.61921,0.37556985,0.003249316,0.00197081
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,False,0.1988487,0.4209627,0.15486352,0.22532511
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,False,0.26393557,0.38402396,0.33889997,0.013140577
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,0.021616902,0.9191741,0.031452406,0.027756652
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,True,0.5752405,0.30790406,0.08821599,0.028639536
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,False,0.2206912,0.36385828,0.2206912,0.19475931
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,False,0.3966171,0.44942608,0.053676292,0.100280516
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,True,0.28748998,0.47399083,0.06414768,0.17437148
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.1595629,0.3827715,0.29810274,0.1595629
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,False,0.27906582,0.3583276,0.24627472,0.116331935
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,True,0.110793695,0.81866086,0.067199774,0.00334568
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.9264241,0.067109935,0.005508719,0.0009572718
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,True,0.29174706,0.6998648,0.0036725535,0.0047156517
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,False,0.41976702,0.5389915,0.034456573,0.006784902
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,False,0.1617928,0.26675123,0.18333524,0.38812074
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,0.085988,0.8158315,0.046026062,0.05215436
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,True,0.28469017,0.68293625,0.018199634,0.0141738895
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,False,0.013321606,0.34356874,0.5664491,0.07666055
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,False,0.29019058,0.54214734,0.030585859,0.13707632
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,False,0.50837064,0.2721112,0.032499045,0.18701911
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.17677873,0.7922673,0.016442982,0.014510882
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,False,0.24596716,0.4055313,0.24596716,0.10253437
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,0.07681109,0.12664008,0.72876334,0.06778555
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,False,0.18934473,0.45421442,0.18934473,0.16709615
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.2941415,0.42797336,0.1389426,0.1389426
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,0.12548666,0.63727385,0.07611151,0.16112806
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,False,0.36978653,0.32633546,0.19793248,0.10594562
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.60150594,0.32196295,0.05594877,0.0205824
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,0.030438693,0.25486004,0.53953874,0.17516258
Which of these are not legumes?,beans,peas,radishes,peanuts,C,False,0.3677918,0.28643656,0.09299233,0.25277936
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,False,0.31122968,0.31122968,0.18877034,0.18877034
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,False,0.24251826,0.35286197,0.27480918,0.12981066
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,False,0.45959073,0.45959073,0.054890286,0.025928335
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,False,0.5201086,0.3154618,0.048377637,0.11605191
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.17125136,0.46550944,0.08089341,0.28234574
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.6082832,0.25357017,0.018368563,0.11977807
How many eyes does a Giraffe have?,one,two,three,four,B,False,0.66837543,0.3157182,0.010803282,0.0051031094
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,True,0.16404583,0.57257617,0.18588826,0.077489756
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,False,0.07692361,0.23694138,0.18453014,0.5016049
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,True,0.64619535,0.34588346,0.0023305444,0.005590685
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,False,0.12822981,0.39497563,0.12822981,0.34856477
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.5201086,0.3154618,0.048377637,0.11605191
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,True,0.2856304,0.2856304,0.32366166,0.10507756
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,False,0.76116407,0.21807717,0.012303071,0.008455769
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,True,0.15697248,0.33231074,0.084021315,0.42669544
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,0.049767822,0.049767822,0.8821558,0.01830856
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.5959252,0.3189758,0.029669369,0.055429682
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.75246805,0.14816974,0.079309545,0.020052593
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,False,0.037115727,0.7454893,0.18848921,0.028905757
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.7748205,0.1959053,0.01105222,0.018222032
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,0.22944863,0.62370604,0.09564842,0.05119691
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.024467792,0.14080241,0.81026196,0.024467792
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,False,0.15304516,0.36713624,0.06379871,0.41601986
In American football how many points is a touchdown worth?,two,three,six,seven,C,False,0.6632129,0.31327957,0.0034802218,0.020027295
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,False,0.23244913,0.5576165,0.12442105,0.08551326
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.5497039,0.3778056,0.045122445,0.027368145
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,True,0.046485353,0.93368334,0.008077944,0.011753338
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,False,0.4114753,0.36312568,0.13358647,0.09181255
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,False,0.41047674,0.24896674,0.09158974,0.24896674
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.45272356,0.31115207,0.089146554,0.14697783
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,False,0.38793284,0.38793284,0.040887818,0.1832465
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,False,0.3755161,0.29245222,0.0739435,0.2580882
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,True,0.47624046,0.42028072,0.07303384,0.030445034
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,False,0.46550944,0.28234574,0.17125136,0.08089341
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,False,0.19365326,0.46455002,0.17089841,0.17089841
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.007000312,0.29766086,0.20457911,0.4907598
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,True,0.12840913,0.8373327,0.011943909,0.022314161
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,False,0.24852721,0.31911525,0.15073937,0.2816182
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,False,0.23331757,0.43589458,0.124885894,0.20590201
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,False,0.6469486,0.26968828,0.03649834,0.0468648
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,True,0.13162771,0.4054419,0.21701743,0.24591295
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,0.025900422,0.9719062,0.0016557587,0.0005375461
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.32051656,0.67853355,0.000331189,0.0006187425
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,True,0.25145122,0.5323223,0.13459215,0.08163427
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.9314286,0.067472465,0.0005837512,0.0005151586
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,True,0.19365326,0.17089841,0.17089841,0.46455002
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,True,0.26727688,0.64116395,0.05963754,0.031921674
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.42588618,0.25831303,0.138265,0.17753577
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,True,0.29444906,0.62334865,0.0310347,0.051167574
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,False,0.08015456,0.52267337,0.08015456,0.31701744
How many states were in the Confederate States of America?,11,13,16,22,A,False,0.2562729,0.6147668,0.03468277,0.094277546
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,False,0.37171686,0.47729388,0.057004627,0.09398474
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,False,0.5967954,0.24878132,0.09152154,0.062901765
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,False,0.4240917,0.48055884,0.05065053,0.04469894
What nationality was Karl Marx?,Russian,German,Danish,English,B,True,0.30219427,0.6397453,0.011717344,0.046342995
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,False,0.06747438,0.43998823,0.0525491,0.43998823
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,False,0.15301731,0.4713265,0.15301731,0.22263888
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,True,0.33627078,0.33627078,0.23111531,0.0963432
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,0.055663697,0.2826836,0.5281225,0.13353027
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.21892008,0.525162,0.1931963,0.062721655
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,False,0.11458508,0.581911,0.11458508,0.18891884
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,False,0.8166307,0.18221495,0.0008438226,0.000310425
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,0.051778816,0.23205654,0.5566747,0.15948997
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,True,0.57680935,0.3087438,0.05365163,0.060795255
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,False,0.12867174,0.44910848,0.30866745,0.11355241
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,False,0.24351516,0.40148863,0.31267965,0.04231659
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,False,0.11916578,0.53406394,0.17338517,0.17338517
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,True,0.04299186,0.24740107,0.46220604,0.24740107
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,False,0.22263888,0.4713265,0.15301731,0.15301731
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,0.0064652255,0.028975131,0.9595246,0.005035123
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,False,0.13068123,0.2766522,0.19014007,0.40252653
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,True,0.04949045,0.25133324,0.28479788,0.41437846
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,True,0.5543782,0.33624738,0.024357678,0.08501665
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,False,0.25943327,0.33311892,0.07432888,0.33311892
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,False,0.1571011,0.42704505,0.2935035,0.122350454
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,True,0.18332492,0.5646805,0.12599726,0.12599726
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.44942585,0.3500132,0.10028046,0.10028046
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,True,0.41965187,0.47552785,0.09363699,0.011183344
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,True,0.380722,0.4888567,0.04547076,0.08495056
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,True,0.039641663,0.9022401,0.030872958,0.02724529
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.69671,0.29043192,0.0060277223,0.006830304
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.93772435,0.05994671,0.0018102339,0.0005186407
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,True,0.07424031,0.25912416,0.04502903,0.6216065
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,True,0.16261172,0.39008525,0.14350435,0.3037987
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.92835075,0.06724951,0.0017921386,0.002607546
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,0.13003655,0.84794474,0.01370575,0.008312957
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,0.13252696,0.8641843,0.002142099,0.0011465829
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.14698048,0.74642843,0.06942866,0.037162483
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.27653655,0.66337675,0.017678391,0.042408254
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,False,0.039623536,0.79586,0.0078023365,0.15671413
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,False,0.68380696,0.22199962,0.0816691,0.012524362
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,True,0.07148692,0.28273624,0.36304054,0.28273624
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,True,0.07572448,0.49378562,0.04592922,0.3845606
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,True,0.5951879,0.28114685,0.080549926,0.04311527
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,False,0.17575939,0.47776356,0.120797545,0.22567952
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,0.027788322,0.14112076,0.3385311,0.49255982
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,False,0.14585194,0.65366304,0.10024248,0.10024248
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,True,0.55757135,0.38321283,0.027759843,0.031456023
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,True,0.4951634,0.38563365,0.06701308,0.05218984
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,True,0.26185432,0.6281559,0.051562175,0.058427602
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,False,0.43322903,0.4909128,0.035561606,0.040296577
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,0.12582679,0.8204937,0.021865416,0.031813994
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,False,0.15661186,0.29258946,0.2582093,0.29258946
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,False,0.06984103,0.24376912,0.101618096,0.58477175
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.6544177,0.27280188,0.025374528,0.04740586
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,False,0.19404839,0.3625301,0.08089141,0.3625301
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,0.05965094,0.9330977,0.006287163,0.00096416764
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,False,0.25146848,0.60324156,0.026504586,0.11878531
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,True,0.08061008,0.86664,0.029654788,0.023095172
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,False,0.14056255,0.71383554,0.12404602,0.021555966
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,True,0.5818756,0.27485856,0.101114824,0.04215093
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,True,0.40131626,0.5153003,0.029071253,0.054312248
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,True,0.056315467,0.25238842,0.36722296,0.32407314
Backgammon is a how many player game?,Two,Three,Four,Six,A,False,0.36747134,0.6058578,0.023491656,0.0031792498
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,True,0.23187529,0.49087998,0.09666,0.18058465
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,False,0.22469147,0.28850955,0.19828953,0.28850955
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,False,0.1229596,0.48631465,0.29496476,0.09576103
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,False,0.28715456,0.47343782,0.11970383,0.11970383
What tea is known for its distinctive bergamot flavor?,Earl,Grey Darjeeling,English Breakfast,Prince of Wales,A,False,0.3731589,0.542943,0.03933066,0.044567477
"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",suggest that science fiction is not a serious literary genre,indicate the depth of certain readers' feelings about science fiction,explain why some readers consider science fiction to be dangerous,contrast the characteristics of science fiction with those of other literary genres,B,False,0.27120194,0.27120194,0.27120194,0.18639418
Which of these foods could contain small amounts of naturally occurring opium?,chocolate truffles,poppy seed bagels,carbonated soda,sesame chicken,B,True,0.23900674,0.3940555,0.12793109,0.23900674
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,50 m.p.h.,74 m.p.h.,96 m.p.h.,110 m.p.h.,B,True,0.20590201,0.43589458,0.124885894,0.23331757
In which of the following bands did Jimmy Page not play guitar?,Bad Company,The Firm,Led Zeppelin,The Yardbirds,A,False,0.27949783,0.3588823,0.19209586,0.169524
Which of these magazines does not focus on natural science?,Tiger Beat,Outside,National Geographic,Smithsonian,A,False,0.14969505,0.35909978,0.13210543,0.35909978
Which of the following artists is an English landscape painter who created a poetic sense of changing atmospheric effects by using tiny applications of local color?,John Constable,William Morris,William Hogarth,Joshua Reynolds,A,True,0.54263717,0.42260626,0.027016314,0.0077403034
