0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceD_probs
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,False,0.012126885,0.11505669,0.022656007,0.85016036
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,False,0.22334844,0.016179308,0.07251062,0.68796164
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.9952253,0.002795383,0.0019212369,5.8016325e-05
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,5.4743752e-05,0.99965274,0.0002304798,6.203279e-05
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,True,2.6918031e-05,0.9775418,0.017904304,0.0045269164
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,6.60133e-05,3.5334375e-05,0.0005527226,0.99934596
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.0022296524,0.25771278,0.70053595,0.039521534
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,True,0.007521274,0.41064763,0.41064763,0.17118339
How many keys are on a Standard piano?,20,54,88,100,C,True,4.0033334e-05,4.8289417e-05,0.9992022,0.0007096078
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,True,0.0035197763,0.00028892083,0.020254914,0.9759364
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,True,0.5292216,0.13380818,0.32098913,0.015981108
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.9919973,0.0066840253,0.0011615094,0.00015719321
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,True,0.029074311,0.96280897,0.005052358,0.00306441
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,True,0.013139536,0.014889046,0.6330983,0.33887312
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,True,0.0075723827,0.00015715978,0.9917864,0.00048408622
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,2.0037744e-05,0.99462163,0.005219295,0.00013908952
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,True,0.99069715,0.0016877713,0.007564066,5.096628e-05
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,True,0.46235532,0.31777185,0.21840118,0.0014715757
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,False,0.0138512915,0.003502155,0.6673926,0.31525394
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,False,0.0013424536,0.012736845,0.37222517,0.61369556
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.081601374,0.06355121,0.5321078,0.3227397
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,False,0.0022355474,0.00082241197,0.09505789,0.9018842
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,True,0.002916734,0.91641057,0.07522356,0.0054491768
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.95949626,0.02256519,0.017573787,0.00036473232
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,True,0.053309362,0.9449311,0.0016098034,0.00014973503
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,True,0.32822734,0.17568743,0.47756794,0.01851732
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,True,0.0011194813,0.0007694075,0.9561028,0.042008225
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,9.588112e-05,0.99760145,0.0014998331,0.00080280285
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,True,0.00048504496,0.99375063,0.0052147247,0.00054962793
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,False,5.3772503e-05,4.4578974e-05,0.9819172,0.01798444
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,True,0.3462586,0.005596749,0.07726074,0.5708839
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,True,0.06042748,0.14495799,0.14495799,0.6496566
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.00089509116,0.98158664,0.0109044425,0.0066138785
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,True,0.0004991106,0.0019740209,0.90241313,0.09511364
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,2.9296067e-05,4.0042974e-05,0.9994429,0.00048782333
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,True,0.70932955,0.04534592,0.17934659,0.06597793
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.084742755,0.13971718,0.7095424,0.06599773
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,7.422097e-05,0.9915719,0.005896102,0.002457861
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,True,0.011627071,0.031605653,0.8151206,0.14164671
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.99220747,0.003157979,0.004594832,3.9753086e-05
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,2.0121612e-05,2.583666e-05,0.9987846,0.0011694565
Which of these are not legumes?,beans,peas,radishes,peanuts,C,True,0.0957684,0.018857915,0.5511091,0.33426455
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,False,0.0020319324,0.11093973,0.81973994,0.067288354
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,True,0.10533391,0.13525142,0.6061548,0.15325993
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,True,0.0012987572,0.97887874,0.015822101,0.0040004537
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,False,0.37843084,0.051215045,0.48591483,0.08443934
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.03913773,0.020948919,0.32769623,0.6122171
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.5157889,0.10156486,0.3128418,0.06980444
How many eyes does a Giraffe have?,one,two,three,four,B,False,9.5624695e-05,0.002794563,0.9949334,0.0021764082
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,False,0.0060894764,0.0060894764,0.9037584,0.08406263
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,False,0.0036592265,0.22638832,0.47926408,0.29068837
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,True,0.9918556,0.0019147318,0.0052047805,0.0010248821
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,True,0.0010299004,0.0003343597,0.119040295,0.87959546
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.980702,0.013988962,0.004007905,0.0013011761
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,True,2.0137899e-05,5.142393e-05,0.9995931,0.00033532613
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,False,0.7065026,0.25990778,0.031041559,0.0025480464
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,True,0.21160986,0.27171245,0.068699665,0.44797808
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,2.1433074e-05,6.601851e-05,0.9994248,0.0004878145
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.086910754,0.086910754,0.18399008,0.64218843
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.8505156,0.015577737,0.1304308,0.003475863
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,True,5.8228947e-05,0.00015828268,0.9988727,0.000910854
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.015605283,0.62335086,0.027388126,0.3336557
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,1.3828108e-05,0.99869365,0.00116935,0.00012324858
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.00020282902,0.00013940223,0.99685776,0.0027999682
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,False,0.03287741,0.004449474,0.11475344,0.84791964
In American football how many points is a touchdown worth?,two,three,six,seven,C,True,0.0009066552,0.0012392508,0.9942682,0.003585891
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,False,0.27392372,0.032715525,0.24173684,0.45162386
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,True,0.17853263,0.084332846,0.03102432,0.70611024
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,True,0.0006908428,0.9727791,0.01572351,0.0108066
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,True,0.04178759,0.39646965,0.16527313,0.39646965
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,True,0.00012263718,0.00022911641,0.99373937,0.0059089903
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.17082448,0.7655822,0.04319119,0.020402074
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,True,0.028141418,0.0038085268,0.036134295,0.93191576
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,True,0.00023025542,5.821769e-05,0.0010319332,0.9986796
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,False,0.33141682,0.2581077,0.37554446,0.03493108
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,False,0.2733283,0.3509605,0.18785562,0.18785562
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,True,0.00017875091,0.00026008103,0.004068352,0.9954928
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.00010843662,0.00015777435,0.0040690545,0.9956648
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,True,5.0911218e-05,0.9896269,0.00970196,0.0006202256
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,True,0.008719275,0.009880232,0.69265777,0.28874272
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,True,0.0070315925,0.0588748,0.013136744,0.92095685
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,True,0.000108795946,0.00012328196,0.00080389937,0.9989641
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,True,0.001628377,0.84352016,0.14658183,0.00826958
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,1.3826154e-05,0.9985525,0.0013248599,0.00010875112
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.001024944,0.9919155,0.0058981455,0.0011614136
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,True,0.0130345635,0.9137935,0.06619498,0.0069768997
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.994169,0.0040629418,0.001693686,7.4415366e-05
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,False,8.9003835e-05,7.854562e-05,0.9857712,0.01406127
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,False,0.0064608604,0.21395431,0.032810956,0.7467739
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.969374,0.008386728,0.020118715,0.0021204972
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,False,0.010168078,0.23142439,0.045570165,0.71283734
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,True,2.7506749e-05,1.8905093e-05,0.0010321831,0.9989214
How many states were in the Confederate States of America?,11,13,16,22,A,False,0.0040658484,0.36599603,0.60342544,0.026512664
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,True,0.98037237,0.004540025,0.0084818825,0.006605697
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,False,0.15064742,0.5958221,0.2483756,0.0051548714
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,False,0.3109652,0.054037653,0.5809595,0.054037653
What nationality was Karl Marx?,Russian,German,Danish,English,B,True,0.0009973416,0.9652026,0.020032141,0.013767876
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,True,0.00042760937,0.00015730869,0.0066889357,0.9927261
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,False,0.00013033905,0.99215937,0.0066851173,0.0010251959
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,False,0.023536367,0.020770773,0.8831957,0.072497115
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,4.251114e-05,2.4222116e-05,0.9967608,0.0031724712
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.0012972831,0.97776777,0.015804144,0.0051308544
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,True,0.00075414317,0.34475258,0.0104106255,0.6440826
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,False,0.7869832,0.19898051,0.009906656,0.0041297087
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,4.538926e-05,3.1195552e-05,0.999765,0.00015842408
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,False,0.0014825766,0.00061802985,0.677752,0.32014737
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,True,3.528654e-05,0.0011685296,0.997993,0.00080311793
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,True,0.5527743,0.013000006,0.43050107,0.003724564
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,True,5.8003214e-05,0.00033378546,0.9950004,0.004607766
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,True,0.058525994,0.2622953,0.5552792,0.12389954
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,False,0.023890086,0.0164194,0.47984523,0.47984523
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,1.8922143e-05,1.8922143e-05,0.9998223,0.0001398168
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,False,0.037760984,0.013891489,0.279018,0.66932946
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,False,0.004700663,0.006839424,0.69764024,0.2908197
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,True,0.9589634,0.013678878,0.013678878,0.013678878
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,True,0.035022207,0.05095701,0.62078345,0.29323733
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,True,0.53337246,0.08179532,0.36658117,0.018251002
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,True,0.012941904,0.706604,0.15766467,0.12278937
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,True,0.017781714,0.24546902,0.27815282,0.45859647
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,False,2.426216e-05,0.0015010468,0.99840873,6.595139e-05
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,True,0.058965817,0.9223806,0.011611058,0.007042463
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,False,0.00096624414,0.11888555,0.6841391,0.19600913
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.99820304,0.0015007375,0.0002607891,3.5293964e-05
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.9761796,0.0058045764,0.017879354,0.00013651056
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,True,2.1412676e-05,3.7209652e-06,0.0015011445,0.9984737
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,True,0.0002793337,0.9435524,0.036585495,0.019582804
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.99481094,0.004065565,0.0010279358,9.561292e-05
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,2.7316746e-05,0.9920214,0.007574177,0.00037709606
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,7.469262e-05,0.99787307,0.0015002415,0.000551908
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.0055201063,0.38698936,0.3415169,0.26597363
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.00013106459,0.99768233,0.0016996714,0.000486964
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,True,8.453159e-05,0.00012299273,0.0031720244,0.9966204
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,True,0.103622615,0.08070137,0.596307,0.21936908
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,True,0.00037215356,0.00028983346,0.97901917,0.020318894
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,False,0.07018628,0.054661125,0.020108705,0.8550439
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,True,0.66006255,0.042196386,0.275155,0.022586098
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,True,0.00012288432,6.577523e-05,0.0040693698,0.9957419
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,4.5349763e-05,2.7506021e-05,0.0010321558,0.998895
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,True,0.97776777,0.0012972831,0.0051308544,0.015804144
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,False,0.33222714,0.4265881,0.039678875,0.20150594
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,True,0.9845584,0.010937456,0.004023665,0.0004805583
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,True,0.22116576,0.77194434,0.00520132,0.0016886215
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,True,0.00013916851,6.5738546e-05,0.9951865,0.004608628
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,9.890919e-05,0.9667567,0.029193522,0.003950914
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,True,0.16396074,0.21052976,0.5722792,0.05323026
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,False,0.102132805,0.015662573,0.21621513,0.6659895
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,True,0.13309424,0.062869266,0.7659044,0.038132135
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,False,0.25337875,0.05653644,0.15368198,0.5364028
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,1.5683481e-05,0.9995975,0.0003353276,5.1424155e-05
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,True,0.069494426,0.06132862,0.022561537,0.84661543
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,True,9.49378e-06,0.9976291,0.0021823049,0.0001791345
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,True,0.0002600678,0.00022950904,0.004068145,0.9954423
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,True,0.9266779,0.010294462,0.059240535,0.0037871208
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,False,0.0023958418,0.11543812,0.85297877,0.029187327
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,True,0.00012308235,5.8139987e-05,0.99734664,0.0024721753
Backgammon is a how many player game?,Two,Three,Four,Six,A,False,0.00032603517,0.025900181,0.75691426,0.21685958
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,False,0.011620519,0.013167772,0.05207955,0.9231321
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,True,7.4741605e-05,0.00048737647,0.9985274,0.0009105391
