0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_alpaca_combine_6k_52000_correct,llama_7B_llamatokenizer_alpacacode_alpaca_combine_6k_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_alpaca_combine_6k_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_alpaca_combine_6k_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_alpaca_combine_6k_52000_choiceD_probs
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.8099519,0.14074853,0.021584487,0.02771503
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,True,0.064857796,0.8953342,0.02703675,0.012771255
How many keys are on a Standard piano?,20,54,88,100,C,False,0.8900182,0.08278459,0.008725432,0.018471738
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,False,0.5117504,0.088928886,0.047600206,0.35172057
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,True,0.9408735,0.036481623,0.013420839,0.0092239985
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.9667314,0.02919276,0.0009989213,0.0030768944
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,False,0.9803868,0.015846476,0.0010130313,0.0027537048
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,False,0.27485856,0.5818756,0.04215093,0.101114824
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,False,0.15240169,0.6027604,0.15240169,0.0924363
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,0.43431416,0.5576704,0.004257866,0.0037575536
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,True,0.9508805,0.03253734,0.009322104,0.0072600623
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,True,0.75558186,0.16859311,0.03319795,0.04262701
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,True,0.9728872,0.01781905,0.0035087792,0.005784999
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,False,0.48957607,0.23125936,0.07507893,0.20408566
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.17968169,0.43103397,0.15856855,0.23071587
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,False,0.5732746,0.21089596,0.12791486,0.08791451
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,True,0.03217125,0.94018173,0.019512849,0.008134166
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.9954383,0.003168262,0.0009077222,0.0004858687
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,True,0.2668937,0.7254923,0.003807034,0.003807034
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,False,0.9023559,0.083932176,0.010024268,0.0036877224
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,False,0.1978187,0.03895281,0.07277343,0.6904551
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,0.014004086,0.9817623,0.0027575681,0.0014760199
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,True,0.43265733,0.555543,0.0069932546,0.0048063886
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,True,0.009481279,0.08995588,0.31397688,0.586586
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,False,0.9835684,0.0123812985,0.0021515472,0.0018987337
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,False,0.8070396,0.07506638,0.021506878,0.09638714
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.041906584,0.9537895,0.0026789983,0.0016248947
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,True,0.014428553,0.22570054,0.69520664,0.0646643
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,0.019315435,0.040890776,0.9306698,0.009123965
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,True,0.9960918,0.0027978169,0.00048618767,0.00062427734
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.5361111,0.32516783,0.056505695,0.08221531
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,0.17971388,0.8054217,0.007896076,0.006968263
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,False,0.77134603,0.17211057,0.038403057,0.01814032
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.99073493,0.0075643547,0.00079727714,0.0009034333
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,0.0033768623,0.02827412,0.9363103,0.032038774
Which of these are not legumes?,beans,peas,radishes,peanuts,C,False,0.9622654,0.03292691,0.002104947,0.0027028054
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,False,0.5117501,0.31039214,0.08892883,0.08892883
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,False,0.5512818,0.178975,0.22980845,0.03993472
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,True,0.4433852,0.50242126,0.02207485,0.032118715
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,False,0.9872579,0.010967445,0.0011559601,0.0006187409
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.36717004,0.2859523,0.17343885,0.17343885
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.97191375,0.017801221,0.001876235,0.008408702
How many eyes does a Giraffe have?,one,two,three,four,B,False,0.8792998,0.10501739,0.011068751,0.004614142
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,True,0.3283398,0.54134077,0.057056896,0.073262505
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,True,0.34178254,0.38729036,0.036023617,0.23490348
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,True,0.96461594,0.025706144,0.003942165,0.0057358164
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,True,0.228871,0.25934482,0.08419693,0.4275873
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.9882395,0.0045764567,0.004038709,0.00314535
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,True,0.039814983,0.045116283,0.9061848,0.008883922
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,False,0.993349,0.0059066694,0.00025952095,0.00048484895
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,False,0.5978284,0.049072742,0.103887,0.24921194
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,0.0016839476,0.0013114597,0.98845273,0.008551791
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.9087292,0.051266994,0.004768573,0.035235256
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.9036415,0.04498966,0.02728761,0.02408123
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,False,0.52252346,0.14970548,0.3169265,0.010844628
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.3102066,0.6567074,0.010614687,0.022471292
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,0.1318968,0.86007506,0.0035149301,0.0045132595
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.020108705,0.054661125,0.8550439,0.07018628
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,False,0.7915024,0.094531484,0.0068478375,0.107118204
In American football how many points is a touchdown worth?,two,three,six,seven,C,False,0.93617153,0.03629931,0.008099471,0.01942962
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,True,0.90810734,0.065783076,0.011431385,0.014678188
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.86656827,0.09133562,0.033600498,0.008495536
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,True,0.029216986,0.9675337,0.0021164715,0.0011328654
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,False,0.9524189,0.02876056,0.010580419,0.0082400385
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,False,0.09485957,0.08371327,0.02717772,0.7942494
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.7824098,0.17457923,0.016238397,0.02677259
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,False,0.97133654,0.022843646,0.0027282843,0.0030915514
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,False,0.90972877,0.051323384,0.014704396,0.02424345
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,True,0.8936828,0.08312545,0.016368372,0.006823352
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,False,0.7398567,0.053595044,0.077980325,0.12856781
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,True,0.262825,0.075300634,0.03138997,0.63048446
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.0014299584,0.041789513,0.0056555956,0.9511249
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,False,0.91445667,0.07506318,0.0025685206,0.0079116
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,False,0.4399883,0.4399883,0.067474395,0.05254911
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,False,0.24937421,0.46589234,0.1334804,0.1512531
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,False,0.86611307,0.038054354,0.0045449445,0.09128764
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,False,0.71672314,0.20534462,0.019100025,0.058832217
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,0.00091061794,0.99861383,0.00037960205,9.597842e-05
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.00070839794,0.9974986,0.000625159,0.0011679507
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,True,0.35534388,0.585863,0.025741024,0.033052128
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.9893317,0.0085593965,0.0007961479,0.001312626
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,False,0.43940422,0.20755985,0.08652382,0.26651213
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,False,0.6413014,0.34326392,0.009147673,0.0062870975
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.98732114,0.004034956,0.0027731818,0.005870826
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,True,0.065742895,0.90755266,0.016622407,0.010081999
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,True,0.0027554745,0.009617551,0.00661004,0.98101693
How many states were in the Confederate States of America?,11,13,16,22,A,True,0.68164986,0.28415394,0.018165354,0.016030869
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,True,0.98440176,0.01239179,0.0019003425,0.001306085
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,False,0.9855875,0.010948888,0.0013076582,0.0021559638
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,True,0.93389064,0.052686505,0.0062925057,0.007130343
What nationality was Karl Marx?,Russian,German,Danish,English,B,False,0.4662267,0.4662267,0.03377335,0.03377335
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,False,0.31295234,0.5846719,0.05438296,0.047992792
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,False,0.76568717,0.21937305,0.0040179575,0.01092194
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,True,0.959645,0.022568688,0.012080148,0.0057062577
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,0.02045606,0.091677696,0.8698138,0.018052408
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.18098585,0.7158129,0.07544612,0.027755078
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,True,0.043439046,0.071618885,0.012445495,0.8724966
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,False,0.997465,0.0021819458,0.0002299754,0.00012309696
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,0.0027397508,0.012278711,0.97541887,0.009562669
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,True,0.85428977,0.07946133,0.03312441,0.03312441
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,True,0.10229059,0.16864866,0.6670184,0.06204238
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,True,0.9953694,0.0035898625,0.00033390924,0.0007068858
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,True,0.014563182,0.04485776,0.9009922,0.039586835
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,False,0.5600527,0.20603187,0.052093018,0.1818225
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,True,0.89222866,0.09404021,0.0077192904,0.0060117897
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,0.0010190114,0.00966811,0.9861741,0.0031387762
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,False,0.8312937,0.068236746,0.032232754,0.068236746
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,False,0.4597165,0.24606852,0.10257662,0.19163835
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,True,0.95975596,0.02898212,0.0018527649,0.009409116
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,False,0.37193865,0.37193865,0.030530583,0.2255922
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,True,0.87221944,0.07159613,0.026338745,0.029845707
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,True,0.32460228,0.60643685,0.030192712,0.03876821
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.91969246,0.051885497,0.016844755,0.01157722
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,False,0.6704238,0.27947423,0.037822723,0.01227924
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,False,0.73991597,0.24021554,0.010554334,0.009314167
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,False,0.71366286,0.2625419,0.0148116,0.008983689
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.9912723,0.00667914,0.0010242793,0.0010242793
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.98905563,0.008557008,0.0016849748,0.000702402
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,False,0.821302,0.09809054,0.028103407,0.052504078
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,True,0.17297724,0.47020087,0.13471481,0.22210716
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.9828287,0.014019297,0.0016743664,0.0014776231
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,0.15759926,0.8003551,0.027386645,0.0146590145
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,0.07561821,0.9212184,0.0017783699,0.0013849958
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.21755467,0.7593404,0.010831409,0.012273595
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.059668846,0.9333778,0.0014032767,0.0055500674
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,True,0.00022842192,0.0058910795,0.0031532675,0.9907272
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,False,0.9676435,0.025786826,0.0034898676,0.0030797974
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,False,0.89576095,0.02387122,0.0068392195,0.073528536
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,False,0.73598295,0.14492364,0.04152132,0.07757203
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,True,0.9634354,0.02265783,0.004461591,0.009445188
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,True,0.00020199119,0.004597298,0.0024607566,0.99274
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,0.00042815294,0.0027919079,0.0027919079,0.99398804
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,True,0.9606106,0.019936837,0.003925796,0.015526825
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,True,0.9469035,0.025234124,0.017343143,0.010519148
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,True,0.99476105,0.0040653613,0.00062344334,0.0005501868
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,False,0.6184769,0.37512523,0.004167265,0.0022305762
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,False,0.9803361,0.013983743,0.0021444766,0.0035356442
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,0.059378736,0.92883974,0.0055230833,0.006258473
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,False,0.1686924,0.75602686,0.03764036,0.03764036
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,True,0.35686332,0.14876276,0.21644855,0.27792543
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.9793815,0.017938,0.0016684937,0.0010119926
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,True,0.47946936,0.07352901,0.023871373,0.4231302
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,0.0046037803,0.9941398,0.0010272423,0.00022920873
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,False,0.9514326,0.041803032,0.0023583658,0.004406007
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,False,0.7233392,0.26610163,0.004301132,0.0062581105
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,False,0.8929633,0.08305853,0.011240749,0.012737437
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,True,0.9795252,0.01583255,0.0018909285,0.0027512847
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,False,0.70059675,0.22745046,0.04478765,0.027165083
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,False,0.7282694,0.20865268,0.02199183,0.04108615
Backgammon is a how many player game?,Two,Three,Four,Six,A,True,0.68597674,0.28595763,0.01828066,0.009784932
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,False,0.6764511,0.21961151,0.023146883,0.080790564
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,False,0.7834686,0.072873935,0.09357198,0.05008547
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,True,0.024204036,0.108474955,0.06579339,0.80152756
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,False,0.8850088,0.08231865,0.018367771,0.014304835
What tea is known for its distinctive bergamot flavor?,Earl,Grey Darjeeling,English Breakfast,Prince of Wales,A,True,0.82672244,0.1627913,0.005570412,0.0049158717
"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",suggest that science fiction is not a serious literary genre,indicate the depth of certain readers' feelings about science fiction,explain why some readers consider science fiction to be dangerous,contrast the characteristics of science fiction with those of other literary genres,B,False,0.7694404,0.194545,0.026328802,0.009685826
Which of these foods could contain small amounts of naturally occurring opium?,chocolate truffles,poppy seed bagels,carbonated soda,sesame chicken,B,False,0.78472114,0.19840857,0.014372669,0.0024975955
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,50 m.p.h.,74 m.p.h.,96 m.p.h.,110 m.p.h.,B,False,0.34315488,0.34315488,0.046440963,0.2672493
In which of the following bands did Jimmy Page not play guitar?,Bad Company,The Firm,Led Zeppelin,The Yardbirds,A,False,0.14198305,0.086117074,0.38594994,0.38594994
Which of these magazines does not focus on natural science?,Tiger Beat,Outside,National Geographic,Smithsonian,A,True,0.52934873,0.19473653,0.08117826,0.19473653
