0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceD_probs
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.03741029,0.018811075,0.03741029,0.9063684
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,True,0.13150659,0.40506884,0.40506884,0.058355704
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,True,0.12631287,0.6828409,0.17264922,0.018197093
How many keys are on a Standard piano?,20,54,88,100,C,True,0.07342675,0.060872924,0.84032476,0.02537561
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,True,0.19076067,0.14856456,0.20306368,0.45761108
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,False,0.32856178,0.37230927,0.225817,0.073312044
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.7811605,0.15381962,0.053158637,0.0118612945
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,False,0.6291504,0.3163567,0.035494234,0.018998696
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,False,0.32642657,0.16413759,0.27061713,0.2388188
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,True,0.21275367,0.176379,0.51036954,0.10049772
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,0.013100389,0.9776405,0.0090037575,0.00025541696
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,True,0.62276906,0.2763521,0.08428263,0.016596233
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,False,0.29737517,0.52190965,0.15917346,0.021541784
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,False,0.22953749,0.21563053,0.29473197,0.26010007
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,False,0.16936526,0.23149486,0.3816705,0.2174693
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.29115924,0.32992664,0.21301666,0.16589753
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,True,0.1549782,0.1756133,0.54092705,0.12848143
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,True,0.099972665,0.83706087,0.056962706,0.006003825
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.9534807,0.032626316,0.012776649,0.0011164111
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,False,0.6227612,0.33334005,0.037399717,0.0064990968
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,False,0.24058351,0.44946915,0.2901991,0.019748297
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,True,0.18807715,0.10067044,0.6166812,0.09457113
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,0.052364662,0.9281859,0.017000318,0.002449128
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,True,0.32363725,0.6436295,0.030102953,0.0026303667
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,True,0.017217163,0.020767864,0.39186084,0.57015413
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,True,0.10991316,0.019100044,0.05883228,0.81215453
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,True,0.23054817,0.23054817,0.20345806,0.3354456
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.12831773,0.8367367,0.032443803,0.0025017974
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,True,0.14596342,0.240653,0.37273064,0.240653
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,0.014649818,0.016600419,0.96480685,0.003942945
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,True,0.51660055,0.31333408,0.13904116,0.031024273
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.20044714,0.35179567,0.29164883,0.15610838
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,0.045585945,0.91561824,0.03335139,0.005444465
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,True,0.18780231,0.30963364,0.3734895,0.12907453
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.73861074,0.1987944,0.056955546,0.0056393626
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,0.014539996,0.023972401,0.95757425,0.003913387
Which of these are not legumes?,beans,peas,radishes,peanuts,C,False,0.16834116,0.0959179,0.35637826,0.37936267
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,False,0.14186662,0.43697995,0.34032032,0.08083317
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,False,0.23383045,0.3621637,0.30024424,0.103761636
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,True,0.26313266,0.4338324,0.23221377,0.070821196
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,False,0.3404198,0.3197948,0.20647505,0.1333103
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.20547281,0.28084803,0.28084803,0.23283118
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.20996721,0.20996721,0.4445006,0.13556503
How many eyes does a Giraffe have?,one,two,three,four,B,True,0.12636228,0.6417206,0.19571373,0.0362034
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,True,0.21507828,0.33311975,0.31293705,0.13886496
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,False,0.2023611,0.14805053,0.29443365,0.35515478
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,True,0.9679433,0.012184608,0.01887189,0.0010001735
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,False,0.15574314,0.07356785,0.47972262,0.29096648
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.65006006,0.19825712,0.12800442,0.023678437
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,True,0.047085207,0.0567956,0.8884327,0.0076864487
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,True,0.2747815,0.4822565,0.18885435,0.05410768
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,True,0.2431239,0.18934509,0.084021375,0.48350963
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,0.024777973,0.040851973,0.92978656,0.004583464
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,True,0.23217367,0.49151167,0.15957047,0.11674425
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.4743458,0.3260128,0.17450207,0.025139406
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,True,0.1056987,0.18550698,0.68924206,0.019552292
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.12620889,0.53135926,0.13434866,0.20808327
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,0.025458205,0.95531213,0.017497152,0.0017324528
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.07581993,0.08591523,0.815141,0.023123771
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,False,0.20216848,0.06986756,0.17841305,0.5495509
In American football how many points is a touchdown worth?,two,three,six,seven,C,True,0.14638922,0.3511695,0.47999176,0.022449514
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,True,0.5328081,0.25168073,0.14340337,0.07210774
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.23891552,0.44635293,0.25432426,0.0604073
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,True,0.040245865,0.9159916,0.040245865,0.0035166442
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,True,0.24066849,0.5094952,0.12882055,0.12101571
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,True,0.12571283,0.043445192,0.46707982,0.36376214
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.22522411,0.32769912,0.17540471,0.2716721
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,True,0.18358348,0.15219606,0.1954236,0.46879688
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,True,0.077952355,0.036822084,0.14563417,0.73959136
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,True,0.35970482,0.3379114,0.24722128,0.055162523
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,False,0.30791113,0.4208646,0.16481295,0.10641124
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,True,0.095487334,0.08426727,0.15743199,0.6628134
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.018727971,0.021221574,0.057686213,0.90236425
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,True,0.032773,0.9577674,0.008820733,0.00063897175
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,True,0.1829646,0.20732605,0.46721646,0.14249298
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,False,0.16274157,0.50127935,0.16274157,0.17323752
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,True,0.118664205,0.08681659,0.06761283,0.72690636
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,True,0.12568542,0.7699166,0.09195343,0.012444543
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,0.010253034,0.9824737,0.0070467996,0.000226519
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.07310348,0.89058274,0.032439474,0.0038743427
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,True,0.27896437,0.38129905,0.296956,0.042780567
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.9936466,0.0035836494,0.002621854,0.00014791486
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,False,0.098248765,0.118510626,0.4989484,0.28429225
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,False,0.1906176,0.2952343,0.15802754,0.35612056
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.5617394,0.1511901,0.2199803,0.067090206
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,True,0.15896776,0.71244407,0.102637306,0.025950775
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,True,0.010949427,0.014059342,0.049071927,0.92591935
How many states were in the Confederate States of America?,11,13,16,22,A,False,0.23036583,0.5526189,0.17940909,0.03760619
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,False,0.32268357,0.44105613,0.17272006,0.06354016
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,False,0.24786295,0.59459233,0.11708217,0.040462516
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,False,0.26339656,0.38323972,0.31771687,0.03564685
What nationality was Karl Marx?,Russian,German,Danish,English,B,True,0.04055458,0.923018,0.03158394,0.004843554
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,True,0.07001037,0.033070557,0.095692836,0.80122626
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,False,0.13469839,0.5671014,0.25164974,0.04655052
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,False,0.23042871,0.2452901,0.4582622,0.06601893
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,0.026101992,0.045810416,0.92012686,0.007960657
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.04578571,0.9196306,0.031468026,0.0031157567
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,False,0.22415975,0.44579488,0.105885565,0.22415975
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,False,0.4287649,0.2025342,0.13919958,0.22950132
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,0.026128208,0.04881392,0.9210511,0.0040068906
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,False,0.124870315,0.24833427,0.4938717,0.13292377
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,True,0.11275108,0.25408846,0.6095266,0.02363391
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,True,0.67934567,0.1946358,0.10418104,0.021837533
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,True,0.031112917,0.048188627,0.9092527,0.011445803
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,False,0.22239271,0.39031133,0.32357943,0.063716576
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,False,0.29435888,0.27652454,0.3335523,0.095564336
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,0.009046075,0.0070450907,0.98223543,0.0016733558
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,False,0.25167528,0.081707,0.25167528,0.41494238
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,False,0.17850594,0.19001858,0.40226933,0.22920617
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,True,0.7490709,0.18939477,0.0449852,0.016549133
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,True,0.16654794,0.3111525,0.37532157,0.14697804
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,True,0.3924104,0.26969945,0.26969945,0.0681907
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,True,0.17369495,0.60625494,0.12707794,0.09297221
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.36157656,0.3190902,0.23345138,0.085881956
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,False,0.039628193,0.1077206,0.8472881,0.0053630923
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,True,0.14035726,0.75876415,0.08513098,0.015747648
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,True,0.13238378,0.6723003,0.15968531,0.03563061
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.95844746,0.034911446,0.006457968,0.00018319846
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.91603243,0.05501202,0.027661784,0.0012937589
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,True,0.044514872,0.008765498,0.106785625,0.839934
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,True,0.10918901,0.80680376,0.075044446,0.00896278
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.96027124,0.030867869,0.007804619,0.0010562403
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,0.02138305,0.9678707,0.010100638,0.00064571213
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,0.07374506,0.89839876,0.025485612,0.0023705312
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.13844316,0.6204592,0.16699433,0.07410329
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.1039849,0.8706549,0.023202166,0.0021581377
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,True,0.025334204,0.012738836,0.0688655,0.8930614
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,False,0.3287146,0.2900896,0.22592203,0.15527378
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,True,0.07390624,0.023993842,0.7945669,0.10753294
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,False,0.2238137,0.23824844,0.11979884,0.418139
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,True,0.5804843,0.24198183,0.1467694,0.030764539
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,True,0.038230635,0.033738412,0.110624,0.81740695
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,0.011301383,0.0041575464,0.028859094,0.9556819
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,True,0.7386942,0.17545524,0.07314063,0.012709935
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,True,0.46665505,0.34141213,0.11084028,0.081092484
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,True,0.7123702,0.23127274,0.045540303,0.01081677
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,True,0.22663724,0.6557966,0.08875242,0.028813692
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,True,0.13667984,0.09393859,0.7388842,0.030497393
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,0.03732991,0.9044209,0.054314695,0.0039345436
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,False,0.114179,0.48071155,0.37437853,0.03073086
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,False,0.27401263,0.22716446,0.18832594,0.310497
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.45937356,0.3577605,0.1689941,0.01387188
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,False,0.19295421,0.15027288,0.3181277,0.33864516
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,0.0048617106,0.9862308,0.008532568,0.0003748949
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,True,0.25791442,0.27454847,0.156433,0.31110418
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,True,0.01773248,0.96816057,0.012973359,0.0011335994
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,True,0.10956083,0.066452004,0.10956083,0.71442634
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,True,0.7925915,0.14661469,0.05393653,0.00685726
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,True,0.1858782,0.5378564,0.25406536,0.022199985
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,True,0.06502643,0.0888806,0.7921841,0.053908806
Backgammon is a how many player game?,Two,Three,Four,Six,A,False,0.28115144,0.3610056,0.23308274,0.1247602
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,False,0.09672252,0.13220401,0.2798759,0.4911975
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,True,0.07963406,0.10225216,0.8042755,0.013838324
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,True,0.11944359,0.22315,0.18499784,0.47240856
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,True,0.22236992,0.32354632,0.4154417,0.038642097
What tea is known for its distinctive bergamot flavor?,Earl,Grey Darjeeling,English Breakfast,Prince of Wales,A,False,0.14863396,0.55224216,0.20315854,0.095965296
"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",suggest that science fiction is not a serious literary genre,indicate the depth of certain readers' feelings about science fiction,explain why some readers consider science fiction to be dangerous,contrast the characteristics of science fiction with those of other literary genres,B,True,0.16416436,0.78318435,0.047033876,0.0056173955
Which of these foods could contain small amounts of naturally occurring opium?,chocolate truffles,poppy seed bagels,carbonated soda,sesame chicken,B,True,0.22342971,0.73259777,0.041330338,0.00264216
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,50 m.p.h.,74 m.p.h.,96 m.p.h.,110 m.p.h.,B,True,0.31358883,0.33381358,0.29458946,0.0580081
