0,1,2,3,4,5,llama2_7B_ds2_alpaca_52000/epoch1_correct,llama2_7B_ds2_alpaca_52000/epoch1_choiceA_probs,llama2_7B_ds2_alpaca_52000/epoch1_choiceB_probs,llama2_7B_ds2_alpaca_52000/epoch1_choiceC_probs,llama2_7B_ds2_alpaca_52000/epoch1_choiceD_probs
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,True,0.19468571,0.033831302,0.091963015,0.6795199
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,True,0.8156003,0.110379495,0.05908189,0.014938241
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.7739328,0.17268775,0.03000863,0.023370747
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,False,0.9388597,0.032126013,0.011818499,0.017195815
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,False,0.31712013,0.21795328,0.24697341,0.21795328
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,False,0.4536094,0.08932099,0.2142699,0.24279962
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,0.08138479,0.87496895,0.033926226,0.0097200265
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,True,0.9528633,0.0174523,0.022409197,0.007275201
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,True,0.79659027,0.15685792,0.03965989,0.0068918564
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,True,0.33248794,0.15705618,0.33248794,0.17796798
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,False,0.1370871,0.09421849,0.2902134,0.478481
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.23005158,0.17916435,0.29539207,0.29539207
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,True,0.13357744,0.11788167,0.528309,0.22023195
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,True,0.080157645,0.7605146,0.14975421,0.009573466
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.9514383,0.007264321,0.036891267,0.0044060335
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,False,0.6740542,0.31840065,0.004008073,0.003537112
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,False,0.87393624,0.0921122,0.029904453,0.0040471274
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,True,0.06439241,0.016280951,0.8889098,0.03041682
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,0.041691527,0.94889474,0.0063936026,0.003020124
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,False,0.93306077,0.059648577,0.0043209284,0.002969728
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,False,0.0064792046,0.009427187,0.58323944,0.40085423
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,True,0.09809054,0.028103407,0.052504078,0.821302
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,False,0.2963333,0.2963333,0.20366672,0.20366672
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.33919236,0.6336947,0.019135922,0.00797704
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,True,0.090148486,0.13116527,0.5878419,0.19084433
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,0.067764826,0.09859724,0.8255446,0.008093354
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,True,0.8466154,0.061328616,0.06949442,0.022561535
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.16534543,0.12877116,0.57711226,0.12877116
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,0.0058689862,0.9870117,0.00355972,0.00355972
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,True,0.120797545,0.17575939,0.47776356,0.22567952
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.98126215,0.008489581,0.007492029,0.0027561635
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,0.051498722,0.016719189,0.91283673,0.018945321
Which of these are not legumes?,beans,peas,radishes,peanuts,C,True,0.21160986,0.068699665,0.44797808,0.27171245
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,False,0.3874556,0.14253695,0.23500371,0.23500371
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,False,0.6171992,0.20037523,0.13771576,0.04470976
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,True,0.26280725,0.63044184,0.0403028,0.06644808
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,False,0.92154425,0.027828226,0.035732146,0.014895376
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.3155568,0.27847788,0.3155568,0.09040854
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.2773529,0.13101223,0.314282,0.2773529
How many eyes does a Giraffe have?,one,two,three,four,B,False,0.7393069,0.113376394,0.10005431,0.047262307
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,False,0.37551612,0.2580882,0.29245225,0.07394351
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,True,0.22495952,0.32731417,0.120412156,0.32731417
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,True,0.96416616,0.013753091,0.015584295,0.0064965007
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,True,0.12787874,0.036637872,0.09959206,0.73589134
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.91992605,0.024515199,0.02777936,0.02777936
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,True,0.10492245,0.056160945,0.7752779,0.06363869
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,False,0.86425513,0.080388255,0.043028727,0.0123279365
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,False,0.19305246,0.17036821,0.3182897,0.3182897
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,False,0.5891821,0.090354,0.31536645,0.0050974237
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.3128416,0.1015648,0.13041179,0.45518184
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.7587556,0.07997225,0.13185196,0.029420149
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,True,0.050812077,0.0448415,0.90066564,0.0036808148
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.121592574,0.79288316,0.050687324,0.034836855
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,0.09292532,0.88165087,0.0234952,0.0019286035
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.05200576,0.019131849,0.92182416,0.0070382142
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,True,0.21635209,0.07023924,0.3567043,0.3567043
In American football how many points is a touchdown worth?,two,three,six,seven,C,False,0.8448861,0.054011762,0.07858665,0.022515452
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,True,0.70162565,0.06526136,0.09495471,0.13815828
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.16505976,0.3494315,0.44867894,0.03682981
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,True,0.22990787,0.7081661,0.045271546,0.016654471
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,False,0.5721447,0.306247,0.09942384,0.022184456
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,True,0.028909015,0.047662906,0.84484524,0.07858285
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.52774084,0.21999511,0.17133236,0.08093168
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,False,0.6875889,0.08212078,0.05644073,0.17384969
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,True,0.044953533,0.03089608,0.021234546,0.90291584
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,True,0.8396334,0.053675964,0.10027991,0.0064106802
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,False,0.44329473,0.26887184,0.14391673,0.14391673
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,True,0.111127704,0.18321861,0.20761387,0.4980398
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.04634153,0.12596935,0.38801292,0.43967623
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,True,0.03239922,0.9468439,0.017342051,0.0034148525
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,True,0.24251826,0.12981066,0.35286197,0.27480918
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,False,0.8011532,0.07451886,0.084440924,0.039887067
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,True,0.20237131,0.04515514,0.20237131,0.55010223
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,True,0.2005308,0.5450992,0.22723114,0.02713889
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,0.029201884,0.96703357,0.003077856,0.00068676245
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,False,0.5906171,0.3582274,0.033320338,0.017835092
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,False,0.27000183,0.30595213,0.3466892,0.077356815
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.9730934,0.010810091,0.0095398715,0.0065566516
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,True,0.12568395,0.07623117,0.23480852,0.56327635
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,True,0.19654687,0.605407,0.09284218,0.105203964
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.744605,0.037071697,0.08893039,0.12939295
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,True,0.04098267,0.9327613,0.021936445,0.0043195416
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,True,0.0073030973,0.003449739,0.03273021,0.956517
How many states were in the Confederate States of America?,11,13,16,22,A,True,0.56738406,0.14345716,0.16255826,0.1266005
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,True,0.97978014,0.0051414142,0.0066017066,0.008476759
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,False,0.56033707,0.1819148,0.1819148,0.07583337
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,True,0.6439141,0.08714429,0.2090483,0.059893344
What nationality was Karl Marx?,Russian,German,Danish,English,B,True,0.088915706,0.84360874,0.025474777,0.042000804
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,True,0.15069881,0.10357368,0.28154245,0.46418503
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,True,0.08174145,0.2517814,0.19608754,0.47038957
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,False,0.21710682,0.19159609,0.45961514,0.13168195
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,0.036392514,0.09892511,0.8282898,0.036392514
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.036191255,0.9333848,0.024873862,0.005550109
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,True,0.04023652,0.12393722,0.02765413,0.80817217
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,False,0.82347995,0.16215281,0.011746311,0.0026209564
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,0.03692726,0.0072714086,0.9523666,0.0034347703
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,True,0.4548263,0.10148547,0.4013828,0.042305436
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,True,0.28007054,0.3173615,0.3596177,0.042950213
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,True,0.95693773,0.025501527,0.013649983,0.003910786
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,True,0.104358636,0.15184093,0.6805038,0.06329671
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,False,0.35686332,0.14876276,0.27792543,0.21644855
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,False,0.31771013,0.103145376,0.4622655,0.116879016
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,0.028979328,0.008302717,0.9596635,0.0030543988
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,False,0.2142699,0.08932099,0.24279962,0.4536094
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,False,0.63227284,0.08556882,0.14107914,0.14107914
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,True,0.8053041,0.05833604,0.08487842,0.051481366
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,False,0.4088039,0.11712428,0.28096655,0.1931053
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,True,0.8682049,0.03814626,0.05550248,0.03814626
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,False,0.6655612,0.21607608,0.07014963,0.048213094
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.7570304,0.06214084,0.09041439,0.09041439
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,True,0.19074316,0.4038033,0.4038033,0.0016502518
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,False,0.676714,0.28209636,0.018033817,0.02315588
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,False,0.34012115,0.34012115,0.23376162,0.08599609
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.9951266,0.0027951058,0.0015926033,0.00048571656
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.9786088,0.006593814,0.013959104,0.0008383094
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,True,0.015400397,0.0064198407,0.025390962,0.95278883
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,True,0.22207303,0.60365707,0.0816961,0.092573814
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.9915559,0.0040522628,0.0031559053,0.0012358702
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,0.082098685,0.882644,0.03422382,0.0010334698
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,0.31847674,0.67421526,0.0058331047,0.0014748399
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.1171144,0.67394686,0.19308901,0.015849711
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.11728819,0.86664903,0.010909501,0.0051532835
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,False,0.31483006,0.27783656,0.19095409,0.21637933
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,False,0.6805037,0.06329671,0.15184091,0.10435863
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,True,0.11354188,0.032530293,0.740386,0.11354188
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,False,0.605407,0.19654687,0.09284218,0.105203964
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,True,0.37320176,0.12116087,0.3293494,0.17628802
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,True,0.03495327,0.018709136,0.044880886,0.9014567
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,0.0054098805,0.018882336,0.06590584,0.90980196
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,True,0.9051378,0.024121104,0.03097211,0.03976898
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,True,0.61375123,0.09412181,0.13694641,0.15518062
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,True,0.9238621,0.052120734,0.021727154,0.0022900254
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,True,0.16215391,0.8234855,0.008073167,0.0062873894
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,True,0.38456067,0.045929223,0.49378568,0.07572449
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,0.032760542,0.9574034,0.007309865,0.0025262218
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,False,0.3170038,0.4612378,0.19227251,0.029485945
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,True,0.37554434,0.06525982,0.33141673,0.22777916
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.72005415,0.14178707,0.08599821,0.05216055
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,True,0.6159437,0.15573494,0.121286504,0.10703496
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,0.117893234,0.87111974,0.008540157,0.002446796
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,False,0.605407,0.19654687,0.09284218,0.105203964
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,True,0.08402279,0.9033301,0.0113712475,0.0012758187
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,False,0.47879848,0.01856503,0.023837972,0.47879848
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,True,0.7950523,0.027205193,0.15655509,0.021187425
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,False,0.6988583,0.09458019,0.15593638,0.05062513
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,True,0.04353877,0.038422834,0.8744996,0.04353877
Backgammon is a how many player game?,Two,Three,Four,Six,A,True,0.6424756,0.26782367,0.06771643,0.021984305
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,True,0.18913008,0.5825617,0.16690671,0.061401546
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,True,0.3021943,0.046343,0.63974535,0.011717346
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,True,0.009876209,0.05683366,0.044262096,0.889028
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,True,0.24788967,0.15035269,0.40870097,0.19305666
What tea is known for its distinctive bergamot flavor?,Earl,Grey Darjeeling,English Breakfast,Prince of Wales,A,True,0.4154417,0.32354632,0.22236992,0.038642097
"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",suggest that science fiction is not a serious literary genre,indicate the depth of certain readers' feelings about science fiction,explain why some readers consider science fiction to be dangerous,contrast the characteristics of science fiction with those of other literary genres,B,True,0.12765685,0.73461443,0.07742779,0.060300823
Which of these foods could contain small amounts of naturally occurring opium?,chocolate truffles,poppy seed bagels,carbonated soda,sesame chicken,B,False,0.5100248,0.4500953,0.03260479,0.0072751124
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,50 m.p.h.,74 m.p.h.,96 m.p.h.,110 m.p.h.,B,False,0.551339,0.09580835,0.22983228,0.12302036
In which of the following bands did Jimmy Page not play guitar?,Bad Company,The Firm,Led Zeppelin,The Yardbirds,A,False,0.23832805,0.14455327,0.5045405,0.112578206
Which of these magazines does not focus on natural science?,Tiger Beat,Outside,National Geographic,Smithsonian,A,True,0.88766855,0.07286427,0.026805269,0.012661912
Which of the following artists is an English landscape painter who created a poetic sense of changing atmospheric effects by using tiny applications of local color?,John Constable,William Morris,William Hogarth,Joshua Reynolds,A,True,0.9215165,0.014894927,0.0519884,0.0116001805
A flashing red traffic light signifies that a driver should do what?,stop,speed up,proceed with caution,honk the horn,A,True,0.50762904,0.032451637,0.44798106,0.011938291
Which composer was famous for writing approximately 600 lieder?,Schubert,Beethoven,Liszt,Mozart,A,True,0.9105235,0.051368218,0.0311564,0.0069519323
"Students in a fourth-grade science class are learning about processes that change Earth's surface. Which of the following is the best example of an agent that gradually shapes Earth's surface by taking bits of rock, soil, and other substances away from their original locations and depositing them in other locations?",Fire,Lightning,Water,Sunlight,C,True,0.018854916,0.045230594,0.90848076,0.027433742
