0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.0044067693,0.06893347,0.27263716,0.6540226
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.03724891,0.15682377,0.5473687,0.25855866
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,False,0.012261877,0.35834458,0.46012354,0.16927
How many keys are on a Standard piano?,20,54,88,100,C,True,0.044872053,0.16671991,0.5135335,0.2748747
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,False,0.013669615,0.07389724,0.5129485,0.3994847
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,False,0.035782814,0.2191963,0.5258246,0.2191963
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.035359483,0.71021426,0.17957029,0.07485603
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,True,0.044563685,0.5428968,0.32928357,0.083255924
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,True,0.014324597,0.2240744,0.53752655,0.2240744
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,True,0.007782914,0.21366958,0.7457801,0.032767292
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,0.034892417,0.3993226,0.3993226,0.16646242
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,False,0.06375537,0.19638038,0.60489416,0.13497013
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,False,0.012227397,0.23071404,0.5534542,0.20360443
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,False,0.08297207,0.28960097,0.37185502,0.25557196
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,False,0.010305972,0.16121252,0.562687,0.26579452
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.03509165,0.29381877,0.3772708,0.29381877
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,True,0.022256643,0.1644556,0.5740064,0.23928146
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,False,0.012283915,0.4067874,0.52232534,0.05860328
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,False,0.121305786,0.10705198,0.6980666,0.073575675
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,True,0.03021985,0.41717213,0.41717213,0.13543595
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,False,0.115753934,0.48734227,0.3349451,0.06195862
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,True,0.035192437,0.15772156,0.42873165,0.37835434
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,0.005950117,0.53561246,0.41713542,0.041302
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,True,0.036163967,0.46898147,0.32232594,0.17252865
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,False,0.0027898652,0.08679017,0.72668517,0.18373479
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,True,0.0067287576,0.105255485,0.4162935,0.47172233
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,False,0.113948055,0.3297196,0.22661276,0.3297196
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.069150925,0.5789936,0.27349722,0.07835826
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,True,0.0031965668,0.08244055,0.69026625,0.22409664
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,0.0059782225,0.056719795,0.8872469,0.050055046
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,False,0.026546486,0.17310484,0.60419524,0.19615348
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.016271215,0.17493205,0.6105728,0.19822396
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,0.01366694,0.545924,0.37520772,0.06520133
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,True,0.0380029,0.21869159,0.52461386,0.21869159
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,False,0.18011579,0.2969607,0.48960546,0.03331807
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,0.0030476875,0.065162435,0.79384094,0.13794887
Which of these are not legumes?,beans,peas,radishes,peanuts,C,False,0.081707,0.25167528,0.25167528,0.41494238
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,False,0.03861637,0.10497018,0.53308254,0.3233309
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,True,0.004811861,0.19220912,0.6708757,0.13210326
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,False,0.027459089,0.295213,0.486724,0.19060385
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,True,0.084828205,0.48815262,0.278141,0.14887814
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,True,0.0105049675,0.1450166,0.5735518,0.27092665
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.13603592,0.28798804,0.28798804,0.28798804
How many eyes does a Giraffe have?,one,two,three,four,B,False,0.115767844,0.2777126,0.4578707,0.14864884
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,False,0.011976285,0.37257132,0.47839105,0.13706133
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,False,0.0136625795,0.12962694,0.375088,0.48162252
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,False,0.052023508,0.38440463,0.29937464,0.2641972
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,False,0.02206795,0.28618154,0.36746436,0.32428616
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,False,0.19957983,0.29038695,0.37286422,0.13716908
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,True,0.006766749,0.2105074,0.5722184,0.2105074
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,True,0.2206912,0.36385828,0.19475931,0.2206912
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,False,0.016583404,0.1782884,0.42769164,0.37743655
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,0.0039950786,0.07081447,0.8626968,0.06249355
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.065826856,0.29501548,0.3788074,0.26035026
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,False,0.062028807,0.15839611,0.58851296,0.19106218
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,True,0.005630084,0.13640445,0.7849534,0.07301205
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,True,0.07888234,0.35352612,0.40059757,0.16699392
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,0.029527597,0.49167866,0.33792546,0.14086829
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.008238009,0.057183117,0.8402998,0.09427902
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,False,0.02310482,0.3189522,0.24840023,0.40954274
In American football how many points is a touchdown worth?,two,three,six,seven,C,True,0.067904174,0.3043254,0.39076155,0.23700887
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,False,0.007973165,0.21889268,0.52509624,0.24803789
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.0316656,0.2651328,0.5612862,0.14191538
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,False,0.010393977,0.3664003,0.4704673,0.15273836
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,False,0.087435454,0.30517972,0.44403386,0.16335094
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,True,0.005401274,0.08449015,0.7074273,0.20268133
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.21333186,0.39855638,0.27392355,0.11418832
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,False,0.12522851,0.30040756,0.34040636,0.23395765
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,False,0.007893087,0.12346866,0.488328,0.38031024
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,False,0.09063311,0.3584609,0.4602729,0.09063311
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,True,0.031779744,0.11807607,0.5291802,0.32096404
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,False,0.013998401,0.19324197,0.49346066,0.29929903
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.0016451641,0.06995416,0.3781686,0.55023205
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,False,0.021557275,0.33721253,0.5559695,0.08526068
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,True,0.010853109,0.11668191,0.59255964,0.27990535
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,False,0.012985693,0.15819813,0.62568575,0.20313042
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,False,0.10698021,0.1462246,0.37339762,0.37339762
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,False,0.018254878,0.19625846,0.5334858,0.25200084
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,0.0059393537,0.7779018,0.19668439,0.01947439
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.049453434,0.49946198,0.26734275,0.1837418
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,False,0.052394815,0.36369208,0.41211712,0.17179598
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,False,0.24099465,0.5781161,0.14617065,0.03471857
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,True,0.0033856828,0.023501297,0.2863044,0.6868086
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,False,0.04970431,0.3044758,0.50199574,0.14382419
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,False,0.24902625,0.1821915,0.31975603,0.24902625
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,False,0.02204118,0.3670186,0.5340089,0.07693128
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,True,0.005042263,0.022597853,0.31195375,0.6604061
How many states were in the Confederate States of America?,11,13,16,22,A,False,0.026100894,0.2476384,0.4082867,0.317974
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,False,0.032784868,0.25787297,0.4817701,0.22757207
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,True,0.033685636,0.26495805,0.4950068,0.20634954
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,False,0.026590407,0.34482965,0.5017242,0.12685575
What nationality was Karl Marx?,Russian,German,Danish,English,B,False,0.038406763,0.32157588,0.46789014,0.17212717
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,True,0.0073969252,0.07018007,0.40385845,0.5185645
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,False,0.010906068,0.17059961,0.4092472,0.4092472
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,False,0.023463288,0.11915641,0.6051262,0.25225413
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,0.0033527191,0.09204446,0.7706788,0.1339239
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,False,0.038628563,0.22229204,0.6042524,0.13482694
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,False,0.01952553,0.32512924,0.3684197,0.28692555
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,True,0.19801633,0.6911449,0.09353629,0.017302474
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,0.0029243291,0.042972703,0.8631298,0.090973206
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,False,0.02807668,0.2208402,0.46751872,0.28356445
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,True,0.013517976,0.23961185,0.5072583,0.23961185
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,False,0.041026946,0.2513205,0.60288656,0.104765974
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,True,0.002306918,0.11115353,0.72481203,0.16172743
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,True,0.019475741,0.20938396,0.502286,0.26885435
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,False,0.014806784,0.23161708,0.62960047,0.12397569
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,0.0018496288,0.027180096,0.9581314,0.012838967
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,True,0.017601412,0.22825858,0.40060627,0.3535338
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,True,0.0061954753,0.10981742,0.36007747,0.5239096
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,False,0.10914032,0.40550548,0.40550548,0.07984877
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,False,0.01058393,0.13725449,0.37309635,0.4790652
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,False,0.07199688,0.3031182,0.44103438,0.18385048
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,True,0.023948016,0.42448872,0.37460998,0.17695323
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.056315467,0.32407314,0.36722296,0.25238842
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,True,0.017713374,0.58658636,0.35578263,0.039917704
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,True,0.0943499,0.42284688,0.2564696,0.22633363
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,False,0.0121112,0.27564964,0.6612491,0.050990056
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,False,0.14872791,0.40428436,0.3567797,0.09020804
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,False,0.14241709,0.38712978,0.43867552,0.03177755
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,True,0.011048636,0.25146583,0.3228885,0.41459703
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,False,0.018291704,0.14387539,0.5690382,0.26879463
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,False,0.3915387,0.4436715,0.14403905,0.020750793
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,0.02092028,0.47614336,0.42019504,0.08274131
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,0.020506147,0.7694875,0.17169587,0.038310524
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.018119926,0.3418979,0.56369436,0.07628773
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.08093168,0.52774084,0.21999511,0.17133236
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,False,0.0038521292,0.18560599,0.50452936,0.30601254
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,True,0.13254789,0.2806039,0.52423704,0.062611185
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,True,0.04429466,0.16457462,0.42025605,0.37087464
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,False,0.045593966,0.31648484,0.2792969,0.3586243
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,False,0.06943777,0.3111985,0.45279115,0.16657256
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,False,0.0042949812,0.10405787,0.5284495,0.36319765
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,False,0.004270333,0.052023306,0.5593032,0.3844031
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,False,0.03748784,0.27699974,0.5175036,0.16800882
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,False,0.08715105,0.12680402,0.5338649,0.25217992
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,False,0.1021174,0.40388215,0.40388215,0.09011829
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,True,0.010186811,0.46109024,0.35909745,0.16962563
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,True,0.04917173,0.24971467,0.46652842,0.23458523
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,0.01701781,0.77028483,0.17187378,0.0408236
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,True,0.026319655,0.16122743,0.562739,0.24971393
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,False,0.011326096,0.18859643,0.42500862,0.37506878
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.14996198,0.46191543,0.2181934,0.16992919
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,False,0.036988657,0.25675216,0.22658297,0.4796762
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,0.013099184,0.8626853,0.11675176,0.0074636904
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,False,0.023966312,0.18850966,0.65796334,0.12956066
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,True,0.030506218,0.47719756,0.37164184,0.120654434
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,False,0.010918451,0.33966303,0.38488865,0.26452985
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,False,0.18715999,0.34966087,0.34966087,0.11351826
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,False,0.033229273,0.2782253,0.5197933,0.16875216
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,True,0.038749054,0.17366122,0.5349142,0.25267556
Backgammon is a how many player game?,Two,Three,Four,Six,A,False,0.025592664,0.48289815,0.4261561,0.065353155
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,False,0.038139287,0.23363145,0.4945978,0.23363145
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,True,0.041416653,0.2238963,0.5370993,0.1975878
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,False,0.012744785,0.15526326,0.54192203,0.29006997
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,True,0.021541784,0.15917346,0.52190965,0.29737517
What tea is known for its distinctive bergamot flavor?,Earl,Grey Darjeeling,English Breakfast,Prince of Wales,A,False,0.025740193,0.40264437,0.45625585,0.115359545
"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",suggest that science fiction is not a serious literary genre,indicate the depth of certain readers' feelings about science fiction,explain why some readers consider science fiction to be dangerous,contrast the characteristics of science fiction with those of other literary genres,B,False,0.04970431,0.14382419,0.50199574,0.3044758
Which of these foods could contain small amounts of naturally occurring opium?,chocolate truffles,poppy seed bagels,carbonated soda,sesame chicken,B,False,0.06761292,0.32256323,0.41417938,0.19564448
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,50 m.p.h.,74 m.p.h.,96 m.p.h.,110 m.p.h.,B,False,0.011489388,0.20365426,0.4885412,0.29631522
