0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_26000_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_26000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_26000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_26000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_26000_choiceD_probs
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.74440694,0.21327616,0.022479141,0.019837772
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,True,0.159316,0.80907345,0.016791783,0.014818697
How many keys are on a Standard piano?,20,54,88,100,C,True,0.22121271,0.081379615,0.68138313,0.016024595
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,True,0.060382955,0.028522886,0.07753325,0.83356094
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,True,0.90510744,0.05786158,0.024120295,0.012910664
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.82502884,0.14336851,0.0033717044,0.028230933
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,True,0.21434195,0.7481269,0.01759426,0.019936906
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,True,0.05927949,0.18259369,0.722172,0.035954826
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,True,0.009057471,0.059062127,0.92388713,0.00799319
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,0.052925047,0.93811893,0.0063209957,0.002634983
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,True,0.73909754,0.100025974,0.14553693,0.01533948
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,True,0.49159175,0.20492592,0.26313013,0.040352307
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,False,0.120777465,0.057051234,0.034603324,0.787568
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,True,0.14861186,0.45775676,0.24501954,0.14861186
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.08297207,0.28960097,0.25557196,0.37185502
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,True,0.20345806,0.23054817,0.3354456,0.23054817
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,True,0.013930606,0.9766109,0.00844934,0.0010091297
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.9952975,0.0035896034,0.0010284386,8.441938e-05
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,True,0.3772193,0.62192947,0.00064263825,0.0002086341
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,False,0.45058843,0.5105836,0.036986552,0.001841452
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,False,0.28517848,0.15264504,0.19600013,0.36617643
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,0.015824053,0.9789995,0.0024266972,0.0027498081
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,True,0.24327086,0.749327,0.0039321072,0.0034700723
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,True,0.005290542,0.011200077,0.09377709,0.8897323
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,True,0.027102238,0.030710857,0.044684034,0.89750284
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,False,0.6710576,0.090817764,0.020264184,0.21786049
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.16325931,0.8290992,0.0055864262,0.0020551316
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,True,0.040968873,0.05960936,0.8228818,0.07653993
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,0.03285493,0.005709331,0.9601618,0.0012739239
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,False,0.1524254,0.09245068,0.07200066,0.68312323
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.04254828,0.054633074,0.8546051,0.04821352
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,0.093088165,0.88319594,0.012598113,0.011117796
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,False,0.47410387,0.36923248,0.13583304,0.02083067
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.9887666,0.009693527,0.0013118762,0.0002279699
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,0.017733376,0.012187959,0.9682095,0.0018690841
Which of these are not legumes?,beans,peas,radishes,peanuts,C,False,0.6989692,0.20025803,0.027101977,0.073670805
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,False,0.3347401,0.42981482,0.09590465,0.13954043
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,True,0.07390624,0.10753294,0.7945669,0.023993842
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,True,0.05860746,0.9167749,0.013077091,0.011540493
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,False,0.8624898,0.10300972,0.026044937,0.008455552
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.084021315,0.33231074,0.15697248,0.42669544
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.66953486,0.09061169,0.07056845,0.16928492
How many eyes does a Giraffe have?,one,two,three,four,B,True,0.08811642,0.83602536,0.06862514,0.0072330367
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,True,0.104993574,0.77580345,0.104993574,0.014209336
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,False,0.12103018,0.19954503,0.06478278,0.61464196
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,True,0.99103254,0.0066775247,0.00037672019,0.0019131429
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,False,0.27317455,0.45038867,0.08868679,0.18774992
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.7517489,0.08978361,0.07923375,0.07923375
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,True,0.024879415,0.024879415,0.8238931,0.1263481
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,False,0.81650937,0.14188805,0.024656447,0.01694611
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,True,0.14014696,0.261829,0.261829,0.33619508
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,0.01400541,0.0031250294,0.98185503,0.0010145485
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.93087065,0.05251613,0.010341039,0.006272157
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.70277756,0.030877892,0.2585374,0.0078071533
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,True,0.008244764,0.03695047,0.95296514,0.0018396556
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.08415524,0.90475404,0.007827656,0.0032630526
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,0.18864611,0.74610984,0.047697205,0.017546821
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.008537818,0.0031408877,0.98683757,0.0014836502
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,False,0.23910257,0.18621328,0.068504035,0.50618017
In American football how many points is a touchdown worth?,two,three,six,seven,C,True,0.27317458,0.18774995,0.45038873,0.0886868
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,True,0.86389107,0.11691494,0.0095969625,0.0095969625
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.5867955,0.16811973,0.21587001,0.029214827
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,True,0.032995682,0.9642752,0.0014497291,0.0012793815
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,False,0.18972708,0.27605128,0.45513162,0.079090014
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,False,0.07278073,0.11999513,0.19783852,0.60938555
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.5400717,0.28907958,0.06450237,0.10634643
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,False,0.6845416,0.11895549,0.023423724,0.17307922
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,True,0.04678916,0.036439437,0.08741366,0.82935774
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,True,0.75602156,0.19115219,0.04833084,0.0044954685
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,True,0.16592051,0.24141292,0.35125372,0.24141292
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,False,0.1571279,0.20175622,0.48398802,0.1571279
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.0034009644,0.025129916,0.028475927,0.94299316
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,True,0.025884882,0.971323,0.0016547651,0.0011373023
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,True,0.16707751,0.3121419,0.3537031,0.16707751
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,False,0.31015885,0.39825183,0.07842044,0.21316886
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,False,0.50134665,0.23681939,0.052841548,0.20899238
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,True,0.12882894,0.74135935,0.068957165,0.06085448
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,0.0075732316,0.9918976,0.0004841405,4.503208e-05
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.09520012,0.90323365,0.0013579568,0.00020824942
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,True,0.3695675,0.4745341,0.10588287,0.050015524
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.9944137,0.005218204,0.0002597991,0.000108300366
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,True,0.07723991,0.032198384,0.0601545,0.83040726
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,True,0.097244896,0.8142215,0.06683537,0.021698268
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.88513476,0.044068262,0.026728755,0.044068262
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,True,0.052086852,0.9232616,0.021713031,0.0029385393
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,True,0.0101378765,0.018940046,0.05833945,0.9125826
How many states were in the Confederate States of America?,11,13,16,22,A,True,0.64122164,0.34322122,0.011744385,0.0038128435
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,True,0.93407184,0.0465047,0.015097865,0.0043256106
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,True,0.056426905,0.04979657,0.88266534,0.011111117
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,True,0.7824509,0.11999274,0.093450435,0.0041059256
What nationality was Karl Marx?,Russian,German,Danish,English,B,True,0.059519436,0.93104064,0.009127601,0.00031232933
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,True,0.021870019,0.09801463,0.05944888,0.82066643
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,False,0.45290017,0.45290017,0.015497391,0.07870225
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,True,0.6805037,0.15184091,0.10435863,0.06329671
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,0.03560024,0.0314171,0.9181423,0.014840389
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.15636761,0.7941002,0.03953592,0.009996247
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,True,0.082120776,0.17384967,0.056440726,0.6875888
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,False,0.9320655,0.0675186,0.00035430508,6.1568986e-05
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,0.010855337,0.008454145,0.9771663,0.003524212
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,True,0.47030693,0.25173718,0.17301625,0.10493966
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,True,0.010031074,0.07412017,0.9029686,0.012880155
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,False,0.21472152,0.18949106,0.5836736,0.012113758
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,True,0.012032724,0.24168372,0.7444383,0.0018452781
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,True,0.092450686,0.07200066,0.6831233,0.15242541
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,False,0.087650046,0.0773509,0.8316005,0.0033985612
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,0.0040626037,0.0016935453,0.9940864,0.00015752423
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,False,0.334106,0.3785917,0.10846834,0.17883405
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,True,0.0984999,0.2085243,0.30340105,0.38957468
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,True,0.95501804,0.03267892,0.0072916527,0.0050114747
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,False,0.19739848,0.2236818,0.25346467,0.32545507
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,True,0.46664372,0.2497764,0.2497764,0.03380356
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,True,0.07186661,0.87551457,0.038467426,0.014151375
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.66131586,0.21469782,0.05428411,0.06970218
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,True,0.12930124,0.65664583,0.21318169,0.00087122485
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,True,0.36924216,0.6087774,0.0076633766,0.014317073
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,True,0.037125755,0.95748585,0.0050244248,0.0003639681
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.9927221,0.0052093277,0.001691221,0.00037736242
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.9914402,0.0052026007,0.003155537,0.00020172671
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,True,0.016778395,0.021543887,0.045608405,0.9160693
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,True,0.15073937,0.31911525,0.2816182,0.24852721
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.9973036,0.0024720686,0.00020291973,2.1387583e-05
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,0.022660946,0.963568,0.010704273,0.0030668257
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,0.041986257,0.95560277,0.0020903726,0.000320569
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.009669815,0.98634803,0.0035573265,0.00042486205
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.18159151,0.81383663,0.0022858996,0.0022858996
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,True,0.004161043,0.13779482,0.065089665,0.79295444
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,False,0.32789174,0.32789174,0.32789174,0.016324768
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,False,0.37286422,0.13716908,0.19957983,0.29038695
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,False,0.17440052,0.15390792,0.19762167,0.47406977
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,True,0.9339615,0.052690502,0.010375375,0.002972595
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,True,0.006923212,0.03515897,0.051156003,0.9067618
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,0.0064860643,0.013730998,0.13027608,0.8495068
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,True,0.61375695,0.25585195,0.07330281,0.057088293
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,True,0.5043246,0.4450649,0.028452048,0.022158477
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,True,0.8042975,0.15837558,0.031185998,0.0061408873
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,True,0.14613034,0.840922,0.010585646,0.0023619768
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,False,0.6374641,0.05232624,0.3011167,0.009092937
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,0.029255448,0.96880734,0.0016504794,0.0002868103
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,False,0.3247916,0.19699608,0.15342069,0.3247916
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,False,0.16770887,0.16770887,0.14800256,0.5165797
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.664265,0.27690685,0.025756348,0.033071805
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,False,0.18588814,0.14476983,0.1640457,0.50529635
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,0.0028007175,0.9971245,6.586656e-05,8.91407e-06
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,False,0.8849439,0.10569148,0.007656265,0.0017083436
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,True,0.118786275,0.87771845,0.0021756466,0.0013195963
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,True,0.011054432,0.018225675,0.09255762,0.87816226
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,True,0.9204833,0.058844525,0.01910402,0.0015681536
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,False,0.34190676,0.20737693,0.43901697,0.0116994055
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,True,0.050198063,0.03909429,0.88978195,0.020925667
Backgammon is a how many player game?,Two,Three,Four,Six,A,False,0.081215486,0.87314874,0.043471515,0.0021643194
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,True,0.16258207,0.64302456,0.12661904,0.06777429
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,True,0.25549185,0.12068581,0.54087627,0.08294606
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,True,0.055798676,0.1181258,0.055798676,0.7702769
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,False,0.6618878,0.24349493,0.07905123,0.01556611
What tea is known for its distinctive bergamot flavor?,Earl,Grey Darjeeling,English Breakfast,Prince of Wales,A,True,0.412491,0.412491,0.15174696,0.023271149
"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",suggest that science fiction is not a serious literary genre,indicate the depth of certain readers' feelings about science fiction,explain why some readers consider science fiction to be dangerous,contrast the characteristics of science fiction with those of other literary genres,B,False,0.47776356,0.22567952,0.120797545,0.17575939
Which of these foods could contain small amounts of naturally occurring opium?,chocolate truffles,poppy seed bagels,carbonated soda,sesame chicken,B,False,0.51706654,0.40269184,0.05449841,0.025743226
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,50 m.p.h.,74 m.p.h.,96 m.p.h.,110 m.p.h.,B,False,0.095838964,0.2952048,0.22990572,0.37905046
In which of the following bands did Jimmy Page not play guitar?,Bad Company,The Firm,Led Zeppelin,The Yardbirds,A,False,0.14861186,0.14861186,0.45775676,0.24501954
Which of these magazines does not focus on natural science?,Tiger Beat,Outside,National Geographic,Smithsonian,A,False,0.045264285,0.0958245,0.4294556,0.4294556
