0,1,2,3,4,5,llama2_7B_alpacacode_alpaca_52000_correct,llama2_7B_alpacacode_alpaca_52000_choiceA_probs,llama2_7B_alpacacode_alpaca_52000_choiceB_probs,llama2_7B_alpacacode_alpaca_52000_choiceC_probs,llama2_7B_alpacacode_alpaca_52000_choiceD_probs
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,False,0.46975002,0.049511287,0.2849178,0.19582094
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.9996873,0.00015841177,9.60816e-05,5.8276437e-05
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,1.30054805e-05,0.9998603,3.2883004e-06,0.00012339256
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,True,3.856074e-05,0.9624474,0.00019582761,0.037318137
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.0024663322,0.0019207813,0.0006235864,0.99498934
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.60320705,0.22190748,0.11877851,0.056107
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,True,0.0031419192,0.9871616,0.0011558473,0.008540621
How many keys are on a Standard piano?,20,54,88,100,C,True,0.063917294,0.009802034,0.882351,0.043929666
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,True,0.078239255,0.06093279,0.350644,0.510184
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,True,0.9440829,0.013466619,0.025158957,0.017291483
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.9864027,0.005865365,0.00020070175,0.0075312774
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,False,0.066408925,0.016790805,5.344145e-05,0.91674685
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,True,0.0016709703,0.005146951,0.9808352,0.012346894
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,False,0.51867145,0.020111075,0.21621442,0.24500304
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,8.9390505e-06,0.9999188,6.1437136e-06,6.605114e-05
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,True,0.9959757,0.00020264955,0.00022963202,0.0035920492
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,False,0.052280717,0.11067828,0.81780803,0.019233001
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,False,0.027519513,0.0029005355,0.9113211,0.058258805
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,False,0.059008,0.040555563,0.085856125,0.81458026
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.090573385,0.022900539,0.66925186,0.21727426
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,True,0.060238857,0.022160636,0.6476287,0.26997182
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,True,0.0001471752,0.9287768,0.06728037,0.0037956985
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.99783033,0.0003347348,0.0015001772,0.0003347348
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,True,0.00017942801,0.9992637,4.219742e-06,0.00055267714
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,False,0.16046627,0.5600823,0.23347704,0.045974355
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,True,5.805105e-05,5.1229876e-05,0.995821,0.004069693
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,2.1441274e-05,0.9998072,1.3004789e-05,0.00015843076
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,True,0.0011625821,0.9929134,2.000333e-05,0.0059040794
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,True,0.0017824812,0.0020198158,0.43615875,0.5600389
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,True,0.0007095348,0.00013971569,5.139853e-05,0.9990994
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,False,0.77558464,0.007603564,0.17305633,0.04375549
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.00043048512,0.9994024,5.8259826e-05,0.000108843684
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,False,0.00045049176,0.0037719214,0.43597484,0.5598028
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,0.0031672937,0.0014961235,0.99513406,0.0002024783
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,False,0.1635627,0.0049391654,0.8306399,0.0008582982
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.035365973,0.084838554,0.8049258,0.07486977
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,9.6017e-05,0.9990152,8.473471e-05,0.0008039405
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,True,0.084195204,0.008874109,0.79882187,0.10810878
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.9971374,0.0024716568,0.00029519727,9.583653e-05
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,2.4298231e-05,2.4298231e-05,0.99989307,5.828843e-05
Which of these are not legumes?,beans,peas,radishes,peanuts,C,False,0.013986163,0.002754039,0.002754039,0.98050576
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,False,0.2517814,0.08174145,0.47038957,0.19608754
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,True,0.012022286,0.01543692,0.95504844,0.017492322
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,False,0.06524941,0.024003915,0.010006321,0.9007403
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,False,0.66547924,0.03754377,0.14848849,0.14848849
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.07329605,0.42178962,0.026964108,0.47795025
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.98476774,0.0045603793,0.0010175582,0.009654323
How many eyes does a Giraffe have?,one,two,three,four,B,False,0.020427426,0.13320355,0.3195387,0.52683026
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,False,0.009933046,0.012754283,0.8941443,0.08316838
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,True,0.20663035,0.3860363,0.14201483,0.26531863
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,True,0.9997706,6.604135e-05,4.0056104e-05,0.00012338148
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,True,0.0040636123,0.0001082916,0.0014949194,0.99433315
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.99972945,0.00017951164,6.1425503e-06,8.479529e-05
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,True,0.00070668093,0.00062364375,0.9950808,0.003588822
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,False,0.7936409,0.107407615,0.0041646454,0.09478689
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,True,0.2824102,0.038220067,0.001902865,0.67746687
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,6.603535e-05,0.0001795027,0.9996797,7.4827854e-05
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.5372304,0.07270622,0.020830682,0.36923268
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.97954386,0.000372353,0.017940972,0.0021427434
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,True,2.429823e-05,6.604943e-05,0.99989295,1.6699913e-05
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.00033533687,1.669544e-05,2.2819959e-05,0.9996251
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,0.00015840598,0.9996507,1.1474891e-05,0.0001794975
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.00012298118,0.0027990385,0.9965268,0.0005511634
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,False,0.0007062848,0.0007062848,0.0040643886,0.99452305
In American football how many points is a touchdown worth?,two,three,six,seven,C,True,0.01005491,0.04506298,0.9051142,0.039767943
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,True,0.9628026,0.0064873127,0.0050523244,0.02565782
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.05148137,0.08487843,0.80530417,0.058336042
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,True,1.4736498e-05,0.9998167,1.0128238e-05,0.00015843227
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,False,0.054535747,0.13082445,0.7528427,0.061797094
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,True,1.4503331e-05,8.346091e-05,0.9839972,0.015904834
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.15573941,0.79091,0.018600421,0.03475016
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,True,0.11653915,0.006574689,0.01577186,0.8611143
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,True,0.0035885966,0.00090733933,0.00048566374,0.99501836
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,True,0.9445434,0.0020661803,0.04150034,0.011890047
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,False,0.10028046,0.10028046,0.3500132,0.44942585
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,True,0.00062606146,0.00029573045,0.00013969319,0.9989385
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.00026034255,0.0013221286,0.0019236858,0.9964939
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,True,1.4736057e-05,0.9997868,4.0056755e-05,0.00015842753
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,False,0.070264705,0.16855626,0.3568336,0.40434545
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,True,0.0059041837,0.0010259933,0.0001388531,0.992931
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,True,9.6096366e-05,2.753207e-05,3.5351877e-05,0.999841
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,True,0.014539878,0.7005706,0.2577255,0.027164068
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,1.6700751e-05,0.99994314,8.939268e-06,3.120111e-05
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.00048776783,0.9993292,3.7241534e-06,0.00017943977
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,False,0.07024498,0.14870863,0.75520474,0.025841685
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.98907906,0.0051902104,0.0021636018,0.0035671762
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,False,0.009461798,0.0027108507,0.9651297,0.022697674
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,True,0.00017793365,0.99094135,0.0013147616,0.0075659305
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.90540606,0.008876288,0.07432026,0.01139738
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,True,0.00025311773,0.9688399,0.0016505348,0.02925643
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,True,0.01391521,0.0031049033,0.0074482756,0.9755316
How many states were in the Confederate States of America?,11,13,16,22,A,False,0.15562825,0.54319596,0.2565876,0.044588238
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,True,0.99986637,2.753277e-05,3.1198717e-05,7.4841824e-05
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,False,0.9966846,0.0016979717,0.0013223817,0.00029506322
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,False,0.0022393113,0.00026744758,0.37659428,0.62089896
What nationality was Karl Marx?,Russian,German,Danish,English,B,True,4.5383018e-05,0.9996275,3.1191263e-05,0.00029593444
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,True,0.0010295153,0.0007075748,0.0019233879,0.99633956
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,False,0.03336007,0.8603676,0.0035161257,0.102756254
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,False,0.14114238,0.006201363,0.8122183,0.040437967
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,8.4614134e-05,0.00013950512,0.9975936,0.002182227
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.0001582916,0.99892896,0.00010879212,0.00080387114
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,True,0.0040412475,0.0051890644,0.0019089502,0.98886067
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,True,0.029294197,0.97009057,0.00019738275,0.00041785926
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,5.1438317e-05,2.429774e-05,0.9998728,5.1438317e-05
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,False,0.0045778975,0.0016841145,0.9885506,0.0051874374
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,True,0.0020818075,0.03690092,0.9516872,0.009330013
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,True,0.99983263,3.1197662e-05,4.0058592e-05,9.6095566e-05
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,True,0.00090281694,0.005887106,0.99005896,0.0031511409
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,False,0.23509625,0.18309313,0.14259307,0.4392176
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,False,0.0014779139,0.0014779139,0.9830221,0.014022057
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,3.1200267e-05,2.144361e-05,0.9999161,3.1200267e-05
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,False,0.0027918585,0.0013187806,0.0019188145,0.9939705
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,True,0.14513151,0.041580874,0.2392814,0.57400626
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,True,0.9900484,0.0009028073,0.00048323793,0.008565597
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,False,0.025640571,0.005721185,0.006482952,0.96215534
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,False,0.33744612,0.013084205,0.6304323,0.019037407
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,False,0.18188676,0.059049986,0.4944195,0.2646437
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.7855345,0.07306609,0.020933785,0.12046562
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,False,0.0006831271,0.037297476,0.9619146,0.00010476093
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,False,0.863712,0.116890706,0.0014714369,0.017925771
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,False,0.0037248218,0.23044658,0.43053088,0.3352978
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.99998105,1.473892e-05,2.1233427e-06,1.994696e-06
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.9974137,0.00010862709,0.0024723415,5.4082248e-06
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,True,0.0031645603,9.556144e-05,0.0024645622,0.9942753
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,True,0.00022571314,0.97897846,0.00047783472,0.02031805
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.99923193,0.0004304117,0.0001794223,0.00015833961
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,5.421704e-06,0.9998996,1.0129077e-05,8.4809726e-05
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,1.47382325e-05,0.99993443,5.4218926e-06,4.5396955e-05
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.00022571368,0.97898084,0.008469844,0.01232355
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.005903559,0.99282587,0.00010812744,0.0011624795
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,True,0.00013970613,0.0006261194,0.0002032712,0.99903095
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,False,0.05942886,0.0006201958,0.010327187,0.9296238
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,True,0.0006234079,6.570671e-05,0.99470454,0.004606396
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,False,0.015882052,0.0013036781,0.0002265453,0.98258775
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,False,0.0065552364,0.00036982115,0.97288334,0.020191548
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,True,0.0010310822,0.00090992684,0.00020303213,0.99785596
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,0.0004874753,0.00023026702,0.00055238185,0.9987299
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,True,0.6736947,0.004539319,0.0035352253,0.3182308
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,True,0.55707586,0.0042533264,0.0048196507,0.43385112
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,True,0.9990074,0.00048761076,0.00043031498,7.4777534e-05
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,True,0.037252158,0.9607458,0.00036520732,0.0016367456
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,True,0.010970046,0.00022767604,0.9874921,0.0013101852
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,0.0002602967,0.99631834,0.001497904,0.0019233469
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,False,0.5408023,0.05700014,0.030509979,0.37168762
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,False,0.015852831,0.0014745429,0.11713745,0.8655352
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.727589,0.011760381,0.07668731,0.18396331
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,True,0.6969939,0.009942084,0.0025137526,0.29055026
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,1.4736551e-05,0.9998203,6.5393046e-06,0.00015843284
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,True,0.032913692,0.00393098,0.0012762023,0.9618791
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,True,0.00017900027,0.9968816,0.00013940556,0.0028000353
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,True,0.0040686373,0.00022953679,0.00013922111,0.9955627
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,True,0.9876155,0.0011563789,0.006654501,0.0045735673
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,False,0.120304935,0.093693584,0.6109589,0.17504266
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,True,0.00080307224,0.0007087088,0.99793625,0.0005519429
Backgammon is a how many player game?,Two,Three,Four,Six,A,False,0.062460974,0.05512161,0.3594381,0.5229793
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,False,0.019503033,0.03643646,0.0043517146,0.93970877
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,True,0.002467371,0.0019215904,0.9954085,0.00020253414
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,True,0.00025968705,0.0016933721,0.004062189,0.99398476
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,False,0.028387228,0.7321163,0.12722273,0.11227367
